"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"GERMAN","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","",""
"402","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"2nd Sem German for Grad Stdts","Course Total","4","***","","","","","","","","","","","","","","","",""
"403
3rd Sem German for Grad Stdts","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"404
4th Sem German for Grad Stdts","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"410
Kultur 1648-1918","001","19","3.526","36.8","31.6","31.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"651
Intro to Middle High German","001","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"676
Adv Seminar in German Studies","001","13","3.500","61.5","15.4",".","7.7","15.4",".",".",".",".",".",".",".",".",".",".","."
"683
Sr Honors Sem-German Lit","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"711
Special Topics-German Lit","001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"755
Old Germanic Languages","001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"758
Topics-Contemporary German","001","11","3.909","90.9",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"799","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","010","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","8","4.000","87.5",".",".",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"947
Seminar-German Lit & Culture","001","9","3.625","55.6","11.1","11.1","11.1",".",".",".","11.1",".",".",".",".",".",".",".","."
"960
Seminar-German Linguistics","001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","022","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","032","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Individual Research in Lit","Course Total","14","",".",".",".",".",".",".",".","78.6","7.1",".",".","14.3",".",".",".","."
"991","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"991","009","4","***","","","","","","","","","",".",".",".",".",".",".","."
"991","010","7","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"Linguistc&Germanic Philolgy","Course Total","15","",".",".",".",".",".",".",".","33.3",".",".",".","66.7",".",".",".","."
