"","990
045","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
046","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
048","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis","Course Total","31","",".",".",".",".",".",".",".","64.5","6.5",".",".","29.0",".",".",".","."
"SPANISH
912","Dept. Total","3229","3.318","37.4","23.0","23.0","6.1","6.4","1.1","1.1","1.2","0.1",".",".","0.3","0.2","0.1",".","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"Freshmen","","435","3.169","24.4","23.9","32.2","8.3","8.3","1.1","1.6",".",".",".",".",".",".",".",".","0.2"
"Sophomore","","954","3.266","31.4","23.2","28.6","6.8","7.5","0.7","1.0","0.5",".",".",".",".",".","0.1",".","."
"Junior","","736","3.310","39.5","22.3","21.7","5.6","6.7","1.8","1.2","1.0",".",".",".",".","0.1","0.1",".","."
"Senior","","915","3.406","45.7","23.2","17.2","5.7","5.2","1.2","1.2","0.5",".",".",".",".","0.1",".",".","."
"Undergraduates","","3040","3.299","36.7","23.1","24.0","6.4","6.7","1.2","1.2","0.6",".",".",".",".","0.1","0.1",".","0.0"
"Special","","21","3.563","52.4","19.0","14.3","4.8","4.8",".",".",".",".",".",".",".",".","4.8",".","."
"Graduate","","164","3.765","48.8","22.6","4.9","1.2",".",".",".","13.4","1.2",".",".","5.5","2.4",".",".","."
"Prof Yr 3","","3","3.429","33.3",".","33.3",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","4","3.636","50.0",".","25.0",".",".",".",".","25.0",".",".",".",".",".",".",".","."
"","Dept. Total","3229","3.318","37.4","23.0","23.0","6.1","6.4","1.1","1.1","1.2","0.1",".",".","0.3","0.2","0.1",".","0.0"
