"ATMOSPHERIC & OCEANIC SCIE Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","","",""
"999
005
Advanced Independent Study","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"ATM OCN
Dept. Total
640","974","3.184","33.8","17.4","19.0","11.0","8.3","3.6","0.9","4.2","",".","0.2","",".","1.1","0.1",".","0.4","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","115","2.894","22.6","13.9","22.6","17.4","16.5","5.2","1.7",".","",".",".","",".",".",".",".",".","."
"Sophomore","336","3.167","32.1","19.0","19.6","14.6","11.3","2.7","0.6",".","",".",".","",".",".",".",".",".","."
"Junior","167","3.121","35.3","13.8","24.6","11.4","7.2","5.4","2.4",".","",".",".","",".",".",".",".",".","."
"Senior","229","3.286","41.0","22.3","17.9","7.0","5.2","4.8","0.4","0.4","",".","0.9","",".",".",".",".",".","."
"Undergraduates","847","3.150","33.9","18.2","20.5","12.3","9.6","4.1","1.1","0.1","",".","0.2","",".",".",".",".",".","."
"Special","10","4.000","30.0",".",".",".",".",".",".","30.0","",".",".","",".",".",".",".","40.0","."
"Graduate","117","3.624","33.3","12.8","9.4","2.6",".",".",".","31.6","",".",".","",".","9.4","0.9",".",".","."
"Dept. Total","974","3.184","33.8","17.4","19.0","11.0","8.3","3.6","0.9","4.2","",".","0.2","",".","1.1","0.1",".","0.4","."
