"","990
017","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
039","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
079","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"PhD Thesis-Risk&Insurance","Course Total","5","***","","","","","","","","","","","","","","","","","","","","",""
"R M I
241","Dept. Total","490","3.307","33.9","25.1","23.9","7.3","6.1","1.8","",".","1.8","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"241
R M I","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","29","2.676","17.2","13.8","20.7","17.2","17.2","13.8","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","72","3.146","23.6","23.6","30.6","8.3","11.1","2.8","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","252","3.286","33.3","23.0","24.6","9.9","6.7","1.2","",".","1.2","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","353","3.206","30.0","22.4","25.5","10.2","8.5","2.5","",".","0.8","",".",".","",".","",".","",".",".",".","."
"Special","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","136","3.631","43.4","32.4","19.9",".",".",".","",".","4.4","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","490","3.307","33.9","25.1","23.9","7.3","6.1","1.8","",".","1.8","",".",".","",".","",".","",".",".",".","."
