"TERM : 1104","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2009-2010","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","","","",""
"LANDSCAPE ARCHITECTURE","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"520
LAND ARC","","","","","","","","","","","","","","","","","","","","","",""
"LAND ARC
520","Dept. Total","300","3.543","43.3","27.0","16.3","3.0","2.3","0.3","",".","3.3","",".",".","",".","0.3","3.0","0.7","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"520
LAND ARC","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","12","3.538","33.3","41.7","25.0",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","30","3.559","33.3","50.0","13.3","3.3",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","60","3.475","45.0","21.7","25.0","3.3","5.0",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","164","3.521","42.1","27.4","16.5","3.7","2.4","0.6","",".","1.8","",".",".","",".",".","4.9","0.6",".","."
"Undergraduates","","266","3.516","41.4","29.3","18.4","3.4","2.6","0.4","",".","1.1","",".",".","",".",".","3.0","0.4",".","."
"Special","","4","3.714","25.0","25.0",".",".",".",".","",".",".","",".",".","",".",".",".","25.0","25.0","."
"Graduate","","30","3.967","63.3","6.7",".",".",".",".","",".","23.3","",".",".","",".","3.3","3.3",".",".","."
"","Dept. Total","300","3.543","43.3","27.0","16.3","3.0","2.3","0.3","",".","3.3","",".",".","",".","0.3","3.0","0.7","0.3","."
