"","990
056","1","***","","","","","","","","","","","","",".",".",".","",".","",".",".","."
"","990
057","1","***","","","","","","","","","","","","",".",".",".","",".","",".",".","."
"","990
063","1","***","","","","","","","","","","","","",".",".",".","",".","",".",".","."
"Research and Thesis","Course Total","7","",".",".",".",".","",".","",".","",".","100.0",".",".",".","",".","",".",".",".","."
"ANATOMY
144","Dept. Total","251","3.945","29.1","0.8","0.4",".","",".","",".","",".","68.5","0.8",".",".","",".","",".",".",".","0.4"
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"144
ANATOMY","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","3","4.000","100.0",".",".",".","",".","",".","",".",".",".",".",".","",".","",".",".",".","."
"Senior","","12","4.000","100.0",".",".",".","",".","",".","",".",".",".",".",".","",".","",".",".",".","."
"Undergraduates","","15","4.000","100.0",".",".",".","",".","",".","",".",".",".",".",".","",".","",".",".",".","."
"Special","","1","4.000","100.0",".",".",".","",".","",".","",".",".",".",".",".","",".","",".",".",".","."
"Graduate","","19","3.847","52.6","5.3","5.3",".","",".","",".","",".","36.8",".",".",".","",".","",".",".",".","."
"Prof Yr 1","","208","4.000","20.2",".",".",".","",".","",".","",".","78.4","1.0",".",".","",".","",".",".",".","0.5"
"Prof Yr 2","","6","4.000","66.7",".",".",".","",".","",".","",".","33.3",".",".",".","",".","",".",".",".","."
"Prof Yr 4","","2","3.700","50.0","50.0",".",".","",".","",".","",".",".",".",".",".","",".","",".",".",".","."
"Professionals","","216","3.971","21.8","0.5",".",".","",".","",".","",".","76.4","0.9",".",".","",".","",".",".",".","0.5"
"","Dept. Total","251","3.945","29.1","0.8","0.4",".","",".","",".","",".","68.5","0.8",".",".","",".","",".",".",".","0.4"
