"GENERAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","",""
"","300
001","27","3.926","85.2","14.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
002","25","3.620","24.0","76.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
003","27","3.704","48.1","44.4","7.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
004","25","3.640","44.0","40.0","16.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
005","27","3.759","51.9","48.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
006","24","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
007","26","3.846","69.2","30.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
008","28","3.893","78.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
009","27","3.852","70.4","29.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
010","28","3.768","53.6","46.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
011","27","3.704","44.4","51.9","3.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
012","28","3.857","75.0","21.4","3.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
013","28","3.696","39.3","60.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
014","26","3.846","73.1","23.1","3.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
015","28","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
016","29","3.845","75.9","20.7",".","3.4",".",".",".",".",".",".",".",".",".",".",".","."
"","300
017","29","3.776","55.2","44.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
018","28","3.911","82.1","17.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
019","25","3.800","64.0","32.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
020","28","3.911","82.1","17.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
021","25","3.700","40.0","60.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professional Communication","Course Total","565","3.796","61.2","36.8","1.8","0.2",".",".",".",".",".",".",".",".",".",".",".","."
"","301
001","274","3.051","19.7","17.2","34.3","16.4","9.9","2.6",".",".",".",".",".",".",".",".",".","."
"","301
002","130","3.172","29.2","12.3","35.4","9.2","10.8","1.5",".","1.5",".",".",".",".",".",".",".","."
"Business Law","Course Total","404","3.090","22.8","15.6","34.7","14.1","10.1","2.2",".","0.5",".",".",".",".",".",".",".","."
"","302
001","30","3.317","20.0","43.3","20.0","13.3","3.3",".",".",".",".",".",".",".",".",".",".","."
"","302
002","27","3.407","37.0","25.9","25.9","3.7","7.4",".",".",".",".",".",".",".",".",".",".","."
"Bus Orgs&Negotiable Instrumnts","Course Total","57","3.360","28.1","35.1","22.8","8.8","5.3",".",".",".",".",".",".",".",".",".",".","."
"","303
001","118","3.458","50.0","11.0","29.7","4.2","3.4","0.8","0.8",".",".",".",".",".",".",".",".","."
"","303
010","101","2.625","7.9","9.9","38.6","6.9","27.7","5.0","3.0",".","1.0",".",".",".",".",".",".","."
"Business Statistics","Course Total","219","3.076","30.6","10.5","33.8","5.5","14.6","2.7","1.8",".","0.5",".",".",".",".",".",".","."
"","304
001","58","3.319","24.1","25.9","44.8","3.4",".","1.7",".",".",".",".",".",".",".",".",".","."
"","304
002","52","3.365","28.8","23.1","42.3","3.8","1.9",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Bus Statistics","Course Total","110","3.341","26.4","24.5","43.6","3.6","0.9","0.9",".",".",".",".",".",".",".",".",".","."
"","001
365","24","3.750","83.3","8.3","4.2",".",".",".","4.2",".",".",".",".",".",".",".",".","."
"","365
006","28","3.667","39.3","50.0","7.1",".",".",".",".",".",".",".",".",".",".",".","3.6","."
"","365
007","16","3.844","87.5",".","6.3","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","365
009","56","3.363","42.9","8.9","23.2","3.6","12.5",".",".","8.9",".",".",".",".",".",".",".","."
"","365
010","18","3.139","22.2","22.2","44.4","5.6",".",".","5.6",".",".",".",".",".",".",".",".","."
"Contemporary Topics","Course Total","142","3.561","51.4","17.6","17.6","2.8","4.9",".","1.4","3.5",".",".",".",".",".",".","0.7","."
"Prof Experience in Business","450
001","18","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Prof Exp Bus-Extended Intrnshp","451
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Sys Thinking & Sustainable Bus","601
001","32","3.625","50.0","37.5","6.3",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"Managing Legal Environment","701
001","31","3.724","51.6","32.3","9.7",".",".",".",".","6.5",".",".",".",".",".",".",".","."
