"","699
001","4","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
002","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
003","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
004","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Study","Course Total","7","3.792","71.4","14.3","14.3",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"LEGAL ST
535","Dept. Total","317","3.267","30.6","27.8","23.0","9.5","5.7","1.6","0.6","0.3","",".",".","",".","",".","",".",".","0.3","0.6"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"535
LEGAL ST","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","45","2.818","13.3","17.8","31.1","17.8","11.1","6.7","2.2",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","88","3.171","21.6","28.4","28.4","9.1","9.1","2.3",".","1.1","",".",".","",".","",".","",".",".",".","."
"Junior","","72","3.440","36.1","33.3","18.1","8.3","4.2",".",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","110","3.460","41.8","27.3","19.1","7.3","1.8",".","0.9",".","",".",".","",".","",".","",".",".",".","1.8"
"Undergraduates","","315","3.266","30.8","27.6","23.2","9.5","5.7","1.6","0.6","0.3","",".",".","",".","",".","",".",".",".","0.6"
"Special","","2","3.500",".","50.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".","50.0","."
"","Dept. Total","317","3.267","30.6","27.8","23.0","9.5","5.7","1.6","0.6","0.3","",".",".","",".","",".","",".",".","0.3","0.6"
