"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","",""
"VET","College Total","3418","3.522","36.0","11.0","12.5","2.1","1.4","0.1","0.0","35.9","",".",".",".","0.3","0.6",".",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"VET","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","1","",".",".",".",".",".",".",".","100.0","",".",".",".",".",".",".",".","."
"Sophomore","","5","4.000","40.0",".",".",".",".",".",".","60.0","",".",".",".",".",".",".",".","."
"Junior","","22","3.974","77.3",".","4.5",".",".",".",".","13.6","",".",".",".",".","4.5",".",".","."
"Senior","","63","3.493","57.1","12.7","11.1","1.6","3.2","1.6","1.6","11.1","",".",".",".",".",".",".",".","."
"Undergraduates","","91","3.600","60.4","8.8","8.8","1.1","2.2","1.1","1.1","15.4","",".",".",".",".","1.1",".",".","."
"Special","","11","3.433","27.3",".","9.1","9.1",".",".",".","54.5","",".",".",".",".",".",".",".","."
"Graduate","","73","3.757","31.5",".","6.8",".",".",".",".","46.6","",".",".",".","15.1",".",".",".","."
"Prof Yr 1","","649","3.481","28.8","16.3","16.5","5.2","2.2","0.2",".","30.2","",".",".",".",".","0.6",".",".","."
"Prof Yr 2","","738","3.521","40.0","20.3","21.0","2.2","1.1","0.1",".","14.1","",".",".",".",".","1.2",".",".","."
"Prof Yr 3","","993","3.344","30.6","10.6","14.7","2.0","2.5","0.1",".","39.0","",".",".",".",".","0.5",".",".","."
"Prof Yr 4","","863","3.957","42.2","0.7","0.6","0.1",".",".",".","56.4","",".",".",".",".",".",".",".","."
"Professionals","","3243","3.517","35.5","11.3","12.7","2.2","1.4","0.1",".","36.2","",".",".",".",".","0.6",".",".","."
"","College Total","3418","3.522","36.0","11.0","12.5","2.1","1.4","0.1","0.0","35.9","",".",".",".","0.3","0.6",".",".","."
