"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","103
001","178","2.978","25.3","12.9","29.8","11.8","14.0","4.5","1.7",".",".",".",".",".",".",".",".","."
"","103
002","276","2.971","26.1","14.1","24.6","12.7","17.4","2.9","2.2",".",".",".",".",".",".",".",".","."
"General Chemistry","Course Total","454","2.974","25.8","13.7","26.7","12.3","16.1","3.5","2.0",".",".",".",".",".",".",".",".","."
"","104
001","320","2.878","24.7","9.1","28.1","9.7","23.1","2.5","2.8",".",".",".",".",".",".",".",".","."
"","104
002","341","2.950","23.2","8.8","33.7","8.8","23.8","0.9","0.9",".",".",".",".",".",".",".",".","."
"","104
003","340","2.916","20.0","10.6","35.0","10.9","19.4","1.8","1.8",".",".",".",".",".","0.6",".",".","."
"","004
104","353","2.962","23.8","8.5","34.0","7.6","23.8","1.7","0.3",".",".",".",".",".","0.3",".",".","."
"","104
005","206","2.801","21.4","9.2","32.0","5.3","23.8","5.3","2.9",".",".",".",".",".",".",".",".","."
"General Chemistry","Course Total","1560","2.911","22.7","9.2","32.7","8.7","22.7","2.2","1.6",".",".",".",".",".","0.2",".",".","."
"General Chemistry","108
001","93","2.935","28.0","12.9","20.4","19.4","9.7","7.5","2.2",".",".",".",".",".",".",".",".","."
"Chemical Principles II","116
001","27","3.481","33.3","37.0","22.2","7.4",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study","299
049","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Chem Across the Periodic Table","311
001","73","2.979","26.0","21.9","20.5","12.3","8.2","8.2","2.7",".",".",".",".",".",".",".",".","."
"","327
001","46","2.957","28.3","13.0","32.6","4.3","10.9","6.5","4.3",".",".",".",".",".",".",".",".","."
"","327
002","50","2.950","30.0","8.0","32.0","6.0","14.0","8.0","2.0",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","Course Total","96","2.953","29.2","10.4","32.3","5.2","12.5","7.3","3.1",".",".",".",".",".",".",".",".","."
"","329
001","85","3.300","41.2","11.8","29.4","5.9","9.4","2.4",".",".",".",".",".",".",".",".",".","."
"","329
002","87","3.069","27.6","16.1","29.9","11.5","9.2","3.4","2.3",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","Course Total","172","3.183","34.3","14.0","29.7","8.7","9.3","2.9","1.2",".",".",".",".",".",".",".",".","."
"","343
001","242","2.776","23.6","5.8","31.4","1.7","27.7","8.3","1.2",".",".",".",".",".","0.4",".",".","."
"","002
343","320","2.743","25.6","2.5","29.1","1.3","33.1","5.6","2.5",".",".",".",".",".","0.3",".",".","."
"Intro Organic Chemistry","Course Total","562","2.757","24.7","3.9","30.1","1.4","30.8","6.8","2.0",".",".",".",".",".","0.4",".",".","."
"","344
001","18","3.333","33.3","16.7","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","344
004","17","3.382","35.3","23.5","23.5","17.6",".",".",".",".",".",".",".",".",".",".",".","."
"","344
005","17","3.206","29.4","17.6","23.5","23.5","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
006","13","3.308","23.1","38.5","23.1","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"","344
007","18","3.389","33.3","27.8","27.8","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
008","18","3.306","27.8","38.9","5.6","22.2","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
011","15","3.233","26.7","20.0","33.3","13.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"","344
012","14","3.214","28.6","28.6","7.1","28.6","7.1",".",".",".",".",".",".",".",".",".",".","."
"","344
013","15","3.467","33.3","40.0","13.3","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
014","14","3.321","21.4","42.9","21.4","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"","344
015","17","3.147","17.6","29.4","29.4","11.8","11.8",".",".",".",".",".",".",".",".",".",".","."
"","344
016","14","3.143","14.3","21.4","42.9","21.4",".",".",".",".",".",".",".",".",".",".",".","."
"","344
019","16","3.313","18.8","37.5","31.3","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","344
020","16","3.250","25.0","25.0","31.3","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
021","17","3.147","17.6","29.4","23.5","23.5","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
022","16","3.344","25.0","37.5","25.0","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
023","16","3.219","25.0","18.8","43.8",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"","344
024","18","3.278","22.2","22.2","50.0",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
025","18","3.139","22.2","16.7","33.3","22.2","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
026","17","3.206","29.4","5.9","47.1","11.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
027","16","3.281","25.0","25.0","37.5","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
028","17","3.176","23.5","17.6","47.1","5.9",".","5.9",".",".",".",".",".",".",".",".",".","."
"","344
029","12","3.167","25.0","8.3","41.7","25.0",".",".",".",".",".",".",".",".",".",".",".","."
"November 12, 2010","","","","","","","","","","","","","","","","","","Page 173 of 413",""
