"TERM : 1104","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2009-2010","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","","","",""
"CONSUMER SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"271
CNSR SCI","","","","","","","","","","","","","","","","","","","","",""
"CNSR SCI
271","Dept. Total","878","3.499","48.7","23.1","15.6","6.6","3.5","0.6","0.5","0.8","0.2","0.1","",".","",".","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"271
CNSR SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","36","3.399","58.3","13.9","16.7","5.6","5.6",".",".",".",".",".","",".","",".",".",".",".","."
"Sophomore","","118","3.391","47.5","22.0","14.4","9.3","5.1","0.8","0.8",".",".",".","",".","",".",".",".",".","."
"Junior","","202","3.485","53.0","19.3","14.9","5.0","5.4","1.0","1.0","0.5",".",".","",".","",".",".",".",".","."
"Senior","","499","3.529","47.7","25.5","16.2","7.0","2.4","0.4","0.2","0.4",".","0.2","",".","",".",".",".",".","."
"Undergraduates","","855","3.497","49.4","23.0","15.7","6.8","3.6","0.6","0.5","0.4",".","0.1","",".","",".",".",".",".","."
"Special","","1","",".",".",".",".",".",".",".","100.0",".",".","",".","",".",".",".",".","."
"Graduate","","22","3.591","27.3","27.3","13.6",".",".",".",".","13.6","9.1",".","",".","",".","9.1",".",".","."
"","Dept. Total","878","3.499","48.7","23.1","15.6","6.6","3.5","0.6","0.5","0.8","0.2","0.1","",".","",".","0.2",".",".","."
