"","890
002","","2","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","890
005","","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","890
021","","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Individual Research Thesis","Course Total","","4","***","","","","","","","","","","","","","","","","","","","","","",""
"GREEK
428","Dept. Total","","66","3.730","63.6","18.2","3.0","1.5","4.5","",".","",".","9.1","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"428
GREEK","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","2","3.500","50.0",".","50.0",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","8","3.655","75.0","12.5",".",".","12.5","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","20","3.841","75.0","20.0","5.0",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","31","3.771","74.2","16.1","6.5",".","3.2","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","","5","2.714","20.0",".",".","20.0","40.0","",".","",".","20.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","","30","3.860","60.0","23.3",".",".",".","",".","",".","16.7","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","66","3.730","63.6","18.2","3.0","1.5","4.5","",".","",".","9.1","",".",".","",".","",".","",".",".",".","."
