"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","",""
"MUS PERF
664","Dept. Total","526","3.927","86.9","8.4","2.3","0.6","0.4","0.2","",".","0.4","",".","0.2","",".","",".","0.6",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","31","3.817","67.7","29.0","3.2",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","53","3.820","77.4","11.3","7.5",".","3.8",".","",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","88","3.941","88.6","10.2",".","1.1",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","192","3.899","83.9","9.4","3.6","1.0",".","0.5","",".","0.5","",".",".","",".","",".","1.0",".",".","."
"Undergraduates","","364","3.890","82.7","11.5","3.3","0.8","0.5","0.3","",".","0.3","",".",".","",".","",".","0.5",".",".","."
"Special","","5","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","157","3.996","96.2","1.3",".",".",".",".","",".","0.6","",".","0.6","",".","",".","0.6",".","0.6","."
"","Dept. Total","526","3.927","86.9","8.4","2.3","0.6","0.4","0.2","",".","0.4","",".","0.2","",".","",".","0.6",".","0.2","."
