"COUNSELING PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","",""
"","105
001","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
105","24","3.792","75.0","16.7","4.2",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","105
003","6","3.500","50.0","16.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","105
004","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","105
005","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","105
011","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Human Dev; Awareness Proc","Course Total","67","3.881","86.6","7.5","3.0","1.5","1.5",".",".",".",".",".",".",".",".",".",".","."
"","110
001","24","3.875","83.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
002","9","3.778","88.9",".",".",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"","110
003","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","110
004","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","110
005","8","3.813","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
006","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Human Dev:Career Strategies","Course Total","52","3.673","75.0","9.6","5.8","1.9","5.8",".","1.9",".",".",".",".",".",".",".",".","."
"","115
001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
002","115","3.829","79.1","11.3","6.1","1.7",".","0.9",".",".",".",".",".",".",".",".",".","0.9"
"","115
003","119","3.756","77.3","14.3","0.8","2.5","2.5","2.5",".",".",".",".",".",".",".",".",".","."
"","115
004","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
005","20","3.579","85.0",".",".",".",".",".","10.0",".",".",".",".",".",".",".",".","5.0"
"","115
006","17","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","115
010","7","3.571","57.1","14.3","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","115
011","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
012","14","3.536","42.9","35.7","7.1","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","115
013","16","3.500","62.5","12.5","6.3","12.5",".","6.3",".",".",".",".",".",".",".",".",".","."
"","014
115","16","3.344","56.3","6.3","6.3","12.5","18.8",".",".",".",".",".",".",".",".",".",".","."
"","115
015","15","3.733","73.3","6.7","13.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"Human Dev: Ed Effectiveness","Course Total","378","3.762","77.8","11.1","3.7","3.4","1.6","1.3","0.5",".",".",".",".",".",".",".",".","0.5"
"","125
002","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
003","5","***","","","","","","","","","",".",".",".",".",".",".","."
"A Wisconsin Experience Seminar","Course Total","14","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","620
002","25","3.900","92.0","4.0",".",".","4.0",".",".",".",".",".",".",".",".",".",".","."
"","620
005","23","3.727","69.6","8.7","17.4",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","620
006","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Spec Topics-Cnslg & Guidnce","Course Total","51","3.838","82.4","5.9","7.8",".","3.9",".",".",".",".",".",".",".",".",".",".","."
"Theory & Prac-Interviewing","650
001","133","3.797","80.5","9.8","4.5","2.3","2.3",".","0.8",".",".",".",".",".",".",".",".","."
"","699
028","24","3.896","79.2","20.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
029","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Reading","Course Total","38","3.933","86.8","13.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Counslng-Community Settings","791
001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Thry&Prac:Grp Work-Cnslrs","802
001","14","3.962","85.7","7.1",".",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"Guid Prog Plan & Management","803
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Suprvsd Pract-Counseling I","806
001","16","3.967","87.5","6.3",".",".",".",".",".","6.3",".",".",".",".",".",".",".","."
"","808
001","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
