"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"Third Semester Spanish","Course Total","435","3.138","22.8","25.1","30.3","9.2","8.0","1.4","2.1","0.9",".",".",".",".",".","0.2",".","."
"","204
001","23","3.174","26.1","17.4","47.8",".","4.3",".","4.3",".",".",".",".",".",".",".",".","."
"","204
002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","204
003","13","3.154","15.4","23.1","46.2","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"","204
004","15","3.233","13.3","26.7","53.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","204
005","19","3.105","31.6","10.5","26.3","21.1","5.3","5.3",".",".",".",".",".",".",".",".",".","."
"","204
006","21","3.571","47.6","23.8","23.8","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","204
007","22","3.114","18.2","31.8","31.8",".","13.6","4.5",".",".",".",".",".",".",".",".",".","."
"","204
008","23","3.543","43.5","30.4","21.7",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","204
009","23","3.696","52.2","39.1","4.3","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","204
010","24","2.875","8.3","12.5","54.2","4.2","16.7","4.2",".",".",".",".",".",".",".",".",".","."
"","204
011","23","3.065","8.7","30.4","34.8","17.4","8.7",".",".",".",".",".",".",".",".",".",".","."
"","204
012","23","3.109","26.1","13.0","34.8","8.7","17.4",".",".",".",".",".",".",".",".",".",".","."
"","204
013","23","3.457","43.5","26.1","17.4","4.3","8.7",".",".",".",".",".",".",".",".",".",".","."
"","204
014","24","3.479","37.5","29.2","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","204
015","24","2.833","25.0","8.3","29.2","16.7","12.5",".","8.3",".",".",".",".",".",".",".",".","."
"","204
016","23","3.136","21.7","13.0","43.5","4.3","13.0",".",".","4.3",".",".",".",".",".",".",".","."
"","204
017","22","3.273","31.8","27.3","31.8",".",".","9.1",".",".",".",".",".",".",".",".",".","."
"","204
018","21","3.075","14.3","33.3","23.8","9.5","9.5","4.8",".",".",".",".",".",".",".",".",".","4.8"
"","204
019","22","3.045","18.2","22.7","31.8","22.7",".",".","4.5",".",".",".",".",".",".",".",".","."
"","204
020","16","3.000","18.8","12.5","37.5","12.5","18.8",".",".",".",".",".",".",".",".",".",".","."
"Fourth Semester Spanish","Course Total","408","3.219","27.7","22.5","31.6","7.8","7.4","1.5","1.0","0.2",".",".",".",".",".",".",".","0.2"
"","223
001","174","3.414","45.4","21.3","19.0","6.3","6.3",".","1.7",".",".",".",".",".",".",".",".","."
"","223
002","22","3.591","40.9","36.4","22.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Hispanic Cultures","Course Total","196","3.434","44.9","23.0","19.4","5.6","5.6",".","1.5",".",".",".",".",".",".",".",".","."
"","224
001","18","3.444","44.4","27.8","11.1","5.6","11.1",".",".",".",".",".",".",".",".",".",".","."
"","224
002","24","3.396","33.3","25.0","33.3","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"","224
003","21","3.531","66.7","9.5","14.3","4.8",".",".","4.8",".",".",".",".",".",".",".",".","."
"","224
004","23","3.130","30.4","21.7","17.4","21.7","4.3",".","4.3",".",".",".",".",".",".",".",".","."
"","224
005","20","3.175","40.0","10.0","25.0","5.0","15.0","5.0",".",".",".",".",".",".",".",".",".","."
"","224
006","15","3.333","33.3","20.0","33.3","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","224
007","23","3.565","39.1","39.1","17.4","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","008
224","24","3.771","70.8","20.8","4.2",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","224
009","10","3.750","60.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
010","22","3.818","72.7","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","011
224","23","3.870","78.3","17.4","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Hispanic Literatures","Course Total","223","3.525","52.0","21.5","16.1","4.9","4.0","0.4","0.9",".",".",".",".",".",".",".",".","."
"","226
001","17","3.500","41.2","17.6","41.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
002","13","2.885","30.8","7.7","23.1",".","30.8","7.7",".",".",".",".",".",".",".",".",".","."
"","226
003","18","3.306","33.3","22.2","27.8","5.6","11.1",".",".",".",".",".",".",".",".",".",".","."
"","226
004","19","3.421","31.6","21.1","47.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
005","16","3.250","31.3","18.8","31.3","6.3","12.5",".",".",".",".",".",".",".",".",".",".","."
"","226
006","18","3.528","55.6","22.2","11.1","5.6",".","5.6",".",".",".",".",".",".",".",".",".","."
"","226
007","18","3.333","38.9","22.2","22.2",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"","226
008","20","3.375","30.0","25.0","40.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
