"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","226
009","20","3.500","40.0","25.0","30.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","226
010","19","3.000","5.3","47.4","26.3","5.3","10.5",".","5.3",".",".",".",".",".",".",".",".","."
"","226
011","13","3.769","61.5","30.8","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
012","11","3.045","18.2","18.2","45.5","9.1",".","9.1",".",".",".",".",".",".",".",".",".","."
"","226
013","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","226
014","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","226
015","13","3.417","30.8","30.8","23.1",".","7.7",".",".","7.7",".",".",".",".",".",".",".","."
"","226
016","16","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
017","16","2.969",".","12.5","75.0","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"","226
018","18","3.389","50.0","5.6","33.3","5.6",".","5.6",".",".",".",".",".",".",".",".",".","."
"","226
019","14","3.107","14.3","21.4","42.9","14.3","7.1",".",".",".",".",".",".",".",".",".",".","."
"","020
226","15","3.267","26.7","33.3","20.0","6.7","13.3",".",".",".",".",".",".",".",".",".",".","."
"","226
021","13","3.462","30.8","30.8","38.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
022","18","3.500","38.9","33.3","11.1","5.6","5.6",".",".",".",".",".",".",".",".","5.6",".","."
"","226
023","16","3.344","12.5","56.3","18.8","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","226
024","17","3.412","23.5","35.3","41.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
025","9","3.063","11.1","11.1","55.6",".","11.1",".",".","11.1",".",".",".",".",".",".",".","."
"Interm Lang Prac-","Course Total","373","3.339","31.4","25.5","31.6","3.8","5.6","1.1","0.3","0.5",".",".",".",".",".","0.3",".","."
"","311
001","19","3.579","42.1","31.6","26.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
002","16","3.563","31.3","50.0","18.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
003","19","2.579","15.8","5.3","31.6","15.8","21.1",".","10.5",".",".",".",".",".",".",".",".","."
"","311
004","13","3.692","61.5","15.4","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
005","17","3.324","35.3","17.6","35.3",".","11.8",".",".",".",".",".",".",".",".",".",".","."
"","311
006","18","3.441","33.3","27.8","22.2","11.1",".",".",".","5.6",".",".",".",".",".",".",".","."
"","311
007","19","3.711","63.2","15.8","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
008","13","3.625","38.5","46.2",".","7.7",".",".",".","7.7",".",".",".",".",".",".",".","."
"","311
009","18","3.235","11.1","27.8","50.0","5.6",".",".",".","5.6",".",".",".",".",".",".",".","."
"","311
010","20","3.275","20.0","30.0","35.0","15.0",".",".",".",".",".",".",".",".",".",".",".","."
"","311
012","19","2.842","10.5","21.1","31.6","21.1","10.5",".","5.3",".",".",".",".",".",".",".",".","."
"","311
013","20","3.700","75.0","5.0","10.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"Advanced Language Practice","Course Total","211","3.363","36.0","23.7","26.1","7.1","4.3",".","1.4","1.4",".",".",".",".",".",".",".","."
"Topics in Span Lang Pract","319
001","21","3.810","71.4","19.0","9.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","320
001","23","3.217","21.7","34.8","21.7","8.7","13.0",".",".",".",".",".",".",".",".",".",".","."
"","320
002","22","3.545","36.4","40.9","18.2","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","320
003","26","3.827","76.9","19.2",".",".","3.8",".",".",".",".",".",".",".",".",".",".","."
"","320
004","19","3.158","31.6","15.8","31.6","5.3","10.5","5.3",".",".",".",".",".",".",".",".",".","."
"Spanish Phonetics","Course Total","90","3.461","43.3","27.8","16.7","4.4","6.7","1.1",".",".",".",".",".",".",".",".",".","."
"","322
001","20","3.525","55.0","10.0","20.0","15.0",".",".",".",".",".",".",".",".",".",".",".","."
"","322
002","22","3.619","50.0","22.7","18.2","4.5",".",".",".",".",".",".",".",".","4.5",".",".","."
"","322
003","22","3.591","45.5","36.4","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Survey of Early Hispanic Lit","Course Total","64","3.579","50.0","23.4","15.6","9.4",".",".",".",".",".",".",".",".","1.6",".",".","."
"Survey of Modern Spanish Lit","324
001","22","3.114","40.9","9.1","18.2","13.6","9.1","9.1",".",".",".",".",".",".",".",".",".","."
"","325
001","24","3.646","45.8","37.5","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","325
002","23","3.348","26.1","21.7","47.8","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","325
003","24","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"November 12, 2010","","","","","","","","","","","","","","","","","","Page 311 of 413",""
