"","999
011","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
035","3","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
093","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Research Prob","Course Total","8","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"JOURN
512","Dept. Total","1247","3.580","49.6","24.5","14.4","1.8","2.2","0.7","0.4","2.6","0.1","3.0","",".","0.6","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","74","3.401","40.5","28.4","18.9","4.1","5.4","1.4","1.4",".",".",".","",".",".",".",".",".","."
"Sophomore","","187","3.584","48.7","28.9","19.3","1.1","1.6",".","0.5",".",".",".","",".",".",".",".",".","."
"Junior","","296","3.404","40.9","24.3","23.6","3.0","4.4","1.7","0.7",".",".","1.4","",".",".",".",".",".","."
"Senior","","550","3.684","56.9","26.2","9.6","1.5","1.3","0.5","0.2","0.9",".","2.5","",".","0.4",".",".",".","."
"Undergraduates","","1107","3.565","50.1","26.3","15.6","2.0","2.4","0.8","0.5","0.5",".","1.6","",".","0.2",".",".",".","."
"Special","","5","3.500","40.0",".","40.0",".",".",".",".","20.0",".",".","",".",".",".",".",".","."
"Graduate","","131","3.847","46.6","9.9","3.8",".",".",".",".","20.6","0.8","13.0","",".","4.6","0.8",".",".","."
"Prof Yr 3","","2","",".",".",".",".",".",".",".",".",".","50.0","",".",".","50.0",".",".","."
"Prof Yr 4","","2","3.500",".","50.0",".",".",".",".",".",".",".","50.0","",".",".",".",".",".","."
"Professionals","","4","3.500",".","25.0",".",".",".",".",".",".",".","50.0","",".",".","25.0",".",".","."
"","Dept. Total","1247","3.580","49.6","24.5","14.4","1.8","2.2","0.7","0.4","2.6","0.1","3.0","",".","0.6","0.2",".",".","."
