"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"","411
006","20","3.375","30.0","25.0","40.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","411
007","25","3.540","40.0","32.0","24.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"","411
008","22","3.386","36.4","13.6","40.9","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","411
009","20","3.632","45.0","35.0","10.0","5.0",".",".",".","5.0",".",".",".",".",".",".",".","."
"","411
010","23","3.761","82.6","13.0",".",".",".",".","4.3",".",".",".",".",".",".",".",".","."
"","411
011","23","3.848","69.6","30.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
013","19","3.368","42.1","15.8","21.1","15.8","5.3",".",".",".",".",".",".",".",".",".",".","."
"","411
014","12","3.625","58.3","25.0","8.3",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"Current Topics - Psychology","Course Total","303","3.626","53.5","25.7","15.2","3.0","1.7",".","0.3","0.3",".",".",".",".","0.3",".",".","."
"","414
001","171","3.038","20.5","22.2","30.4","13.5","7.0","1.8","3.5","1.2",".",".",".",".",".",".",".","."
"","414
002","12","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cognitive Psychology","Course Total","183","3.080","22.4","23.0","29.5","12.6","6.6","1.6","3.3","1.1",".",".",".",".",".",".",".","."
"Animal Behavior-Primates","450
001","345","3.194","17.1","32.8","35.1","4.9","6.7","1.7","0.6","0.3",".",".",".",".",".","0.6",".","0.3"
"Behavioral Neuroscience","454
001","45","3.011","17.8","24.4","31.1","8.9","11.1","6.7",".",".",".",".",".",".",".",".",".","."
"","455
001","10","3.100","30.0","20.0","20.0","20.0",".","10.0",".",".",".",".",".",".",".",".",".","."
"","455
002","11","3.227","18.2","36.4","27.3","9.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"","455
003","12","2.833","8.3","8.3","66.7","8.3",".",".","8.3",".",".",".",".",".",".",".",".","."
"","455
004","12","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lab in Behavioral Neurosci","Course Total","45","3.200","26.7","22.2","35.6","8.9","2.2","2.2","2.2",".",".",".",".",".",".",".",".","."
"Honors Smr-Cognitive Psych","481
001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Literacy,Brain&Behavior-Honors","482
001","9","3.889","88.9",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Honors Animal Behavior","489
001","20","3.675","70.0","25.0",".",".",".",".","5.0",".",".",".",".",".",".",".",".","."
"Psychology of Personality","507
001","141","2.721","14.2","10.6","19.9","27.7","21.3","5.0","0.7","0.7",".",".",".",".",".",".",".","."
"Abnormal Psychology","509
001","300","2.673","17.7","13.0","17.3","13.3","27.0","4.7","4.3","2.3","0.3",".",".",".",".",".",".","."
"Bhv Pathology-Psychoses","512
001","113","3.086","29.2","22.1","19.5","14.2","4.4","6.2","2.7",".",".",".",".",".","1.8",".",".","."
"Neurobi II:Intr-Brain&Behav","524
001","11","3.273","36.4","18.2","18.2","18.2","9.1",".",".",".",".",".",".",".",".",".",".","."
"Intro-Social Psychology","530
001","44","3.023","18.2","18.2","29.5","18.2","15.9",".",".",".",".",".",".",".",".",".",".","."
"Animal Comm & Orig of Lang","550
001","21","3.310","23.8","42.9","14.3","9.5","9.5",".",".",".",".",".",".",".",".",".",".","."
"Child Psychology","560
001","196","3.330","33.7","25.0","23.5","9.7","5.6","1.5",".","1.0",".",".",".",".",".",".",".","."
"","618
001","15","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","618
002","35","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","618
003","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","618
004","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","618
005","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","618
007","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","618
008","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","618
009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research Topics","Course Total","119","3.984","96.6","2.5",".",".",".",".",".",".",".",".",".",".",".",".","0.8","."
"Senior Honors Thesis","681
038","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682
011","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","682
016","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","682
017","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","682
024","2","***","","","","","","","","","",".",".",".",".",".",".","."
