"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","",""
"MILITARY SCIENCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","",""
"","102
001","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
002","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
003","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
102","","12","3.917","91.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Basic Leadership","Course Total","","47","3.968","95.7","2.1","2.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership Lab 1B","111
111","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","202
001","","30","3.983","96.7","3.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","202
002","","29","3.862","96.6",".",".",".",".",".","3.4",".",".",".",".",".",".",".",".","."
"","202
003","","25","3.958","92.0",".","4.0",".",".",".",".",".",".",".",".",".",".",".",".","4.0"
"Leadership and Teamwork","Course Total","","84","3.934","95.2","1.2","1.2",".",".",".","1.2",".",".",".",".",".",".",".",".","1.2"
"Leadership Lab 2B","211
211","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership and Ethics","302
001","","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership Lab 3B","311
001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Officership","402
001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership Lab 4B","411
001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"American Military History","491
001","","11","3.636","63.6",".","36.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"MIL SCI
644","Dept. Total","","220","3.928","95.0","1.4","2.7",".",".",".","0.5",".",".",".",".",".",".",".",".","0.5"
