"","999
029","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","999
085","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","999
090","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Indep Study & Research","Course Total","13","3.938","69.2","7.7",".",".",".",".",".","23.1","",".",".",".",".",".",".",".","."
"COMP SCI
266","Dept. Total","2188","3.210","33.4","15.5","18.4","7.8","5.5","2.5","2.6","10.5","",".","2.7","0.1","0.2","0.1","0.3","0.2","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","84","2.957","29.8","15.5","17.9","6.0","15.5","3.6","2.4",".","",".","7.1",".",".",".","1.2",".","1.2"
"Sophomore","","326","2.967","29.8","12.9","23.0","13.5","6.4","2.8","5.2","0.3","",".","4.9","0.3",".",".","0.9",".","."
"Junior","","448","3.007","27.0","14.7","29.7","9.4","7.4","4.2","4.0","0.2","",".","3.1","0.2",".",".",".",".","."
"Senior","","618","3.095","30.7","18.0","20.2","10.8","8.4","3.7","2.8","0.5","",".","3.2","0.2","0.3","0.5","0.5",".","0.2"
"Undergraduates","","1476","3.035","29.3","15.7","23.6","10.7","8.1","3.7","3.7","0.3","",".","3.8","0.2","0.1","0.2","0.5",".","0.1"
"Special","","71","3.387","46.5","11.3","19.7","7.0","1.4","1.4","2.8","7.0","",".",".",".",".",".","1.4","1.4","."
"Graduate","","673","3.740","43.5","14.9","6.1","1.0","0.4",".","0.1","32.4","",".","0.6",".","0.4",".",".","0.4","."
"Prof Yr 3","","4","4.000","75.0",".",".",".",".",".",".","25.0","",".",".",".",".",".",".",".","."
"Professionals","","4","4.000","75.0",".",".",".",".",".",".","25.0","",".",".",".",".",".",".",".","."
"","Dept. Total","2224","3.210","34.3","15.3","18.1","7.6","5.5","2.5","2.6","10.3","",".","2.7","0.1","0.2","0.1","0.4","0.2","0.1"
