"PhD Thesis-Management","Course Total","5","***","","","","","","","","","","","","","","","","","",""
"","999
123","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
129","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"Read&Rsch-Mgmt&H Resrcs PhD","Course Total","2","***","","","","","","","","","","","","","","","","","",""
"M H R
236","Dept. Total","1310","3.465","48.0","18.5","22.1","3.9","4.7","0.9","0.8","0.7","0.1",".","",".","",".","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"236
M H R","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","9","3.818","66.7","22.2","11.1",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Sophomore","","92","3.149","29.3","20.7","35.9","4.3","5.4","1.1","3.3",".",".",".","",".","",".",".",".",".","."
"Junior","","298","3.174","31.2","12.1","38.3","7.4","7.4","2.3","1.3",".",".",".","",".","",".",".",".",".","."
"Senior","","452","3.376","37.2","23.5","25.9","4.4","6.4","0.7","0.7","0.7","0.2",".","",".","",".","0.4",".",".","."
"Undergraduates","","851","3.283","34.5","19.2","31.1","5.4","6.6","1.3","1.2","0.4","0.1",".","",".","",".","0.2",".",".","."
"Special","","36","3.113","25.0","27.8","22.2","11.1","8.3","2.8","2.8",".",".",".","",".","",".",".",".",".","."
"Graduate","","417","3.859","76.7","16.8","4.1","0.2","0.5",".",".","1.4",".",".","",".","",".","0.2",".",".","."
"Prof Yr 2","","3","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","3","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Professionals","","6","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"","Dept. Total","1310","3.465","48.0","18.5","22.1","3.9","4.7","0.9","0.8","0.7","0.1",".","",".","",".","0.2",".",".","."
