"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"545
Adv Microwave Measurmnt-","001","","6","3.875","50.0","16.7",".",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"Commun","","","","","","","","","","","","","","","","","","","",""
"546
Lasers","001","","9","3.438","33.3","33.3","11.1",".","11.1",".",".","11.1",".",".",".",".",".",".",".","."
"547
Adv Com Circuit Dsgn","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"549
IC Fabrication Lab","001","","12","3.792","66.7","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"551
Digital Sys Design & Synthesis","001","","29","2.879","20.7","13.8","24.1","17.2","17.2","6.9",".",".",".",".",".",".",".",".",".","."
"552
Intro-Computer Architecture","001","","42","3.190","28.6","11.9","38.1","11.9","9.5",".",".",".",".",".",".",".",".",".",".","."
"554
Digital Engineering Lab","001","","14","3.893","85.7","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"556
Dsgn Automation Digital Sys","001","","17","3.471","52.9","11.8","17.6","11.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"577
Automatic Controls Lab","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"630
All of Signal Processing","001","","23","3.909","78.3","17.4",".",".",".",".",".","4.3",".",".",".",".",".",".",".","."
"699","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","028","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","046","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","077","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","080","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","091","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","27","3.939","66.7","11.1",".",".",".",".",".","14.8",".",".",".",".","3.7",".","3.7","."
"702
Grad Cooperative Educ Program","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"711","001","","15","3.433","20.0","53.3","20.0","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"711","003","","15","3.393","26.7","20.0","46.7",".",".",".",".",".",".",".",".",".","6.7",".",".","."
"Dynamcs& Control-AC Drives","Course Total","","30","3.414","23.3","36.7","33.3","3.3",".",".",".",".",".",".",".",".","3.3",".",".","."
"719
Optimal Systems","001","","26","3.283","15.4","38.5","19.2","11.5","3.8",".",".","7.7",".",".",".",".",".","3.8",".","."
"724
Waves&Instabilities-Plasmas","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"729
Thry-Info Proc&Transmission","001","","12","3.458","33.3","33.3","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"730
Probability&Stochastic Proc","001","","18","3.417","27.8","33.3","33.3","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"734
VLSI Array-Dig Signal Proc","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"736
Wireless Communications","001","","15","3.400","26.7","33.3","33.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"742
Computatnl Meth-Electromagntcs","001","","17","3.500","47.1","5.9","35.3","5.9",".",".",".",".",".",".",".",".",".",".","5.9","."
