"","999
018","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
022","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
040","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Studies","Course Total","8","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"COM DIS
252","Dept. Total","1344","3.662","64.4","16.8","11.2","2.6","1.9","0.5","0.4","1.3","",".",".","",".","0.5","0.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"252
COM DIS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","38","3.053","28.9","10.5","36.8","5.3","13.2","2.6","2.6",".","",".",".","",".",".",".",".",".","."
"Sophomore","","145","3.485","51.7","15.9","21.4","4.8","3.4","0.7","1.4","0.7","",".",".","",".",".",".",".",".","."
"Junior","","259","3.580","58.3","20.1","12.0","3.9","3.5","1.5","0.4","0.4","",".",".","",".",".",".",".",".","."
"Senior","","364","3.618","54.7","23.1","14.8","3.0","1.4","0.3","0.3","1.1","",".",".","",".","0.5","0.8",".",".","."
"Undergraduates","","806","3.555","54.1","20.2","16.1","3.7","3.0","0.9","0.6","0.7","",".",".","",".","0.2","0.4",".",".","."
"Special","","89","3.669","57.3","28.1","11.2","3.4",".",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","304","3.926","85.5","7.2","1.6","0.3","0.3",".",".","3.9","",".",".","",".","0.7","0.3",".",".","."
"Prof Yr 1","","43","3.799","79.1","14.0","4.7","2.3",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 2","","58","3.901","77.6","13.8","3.4",".",".",".",".",".","",".",".","",".","5.2",".",".",".","."
"Prof Yr 3","","44","3.973","90.9","4.5","2.3",".",".",".",".",".","",".",".","",".",".","2.3",".",".","."
"Professionals","","145","3.903","82.1","11.0","3.4","0.7",".",".",".",".","",".",".","",".","2.1","0.7",".",".","."
"","Dept. Total","1344","3.662","64.4","16.8","11.2","2.6","1.9","0.5","0.4","1.3","",".",".","",".","0.5","0.4",".",".","."
