"Research or Thesis","Course Total","42","",".",".",".",".",".",".",".","54.8","2.4",".",".","40.5","2.4",".",".","."
"","999
025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
029","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","2","***","","","","","","","","","","","","","","","",""
"COUN PSY
270","Dept. Total","917","3.832","73.6","9.8","3.3","2.0","1.6","0.5","0.4","2.6","0.1","3.5",".","1.9","0.2",".",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","",""
"Freshmen","","245","3.740","77.6","10.2","4.1","2.4","2.9","2.0","0.4",".",".",".",".",".",".",".",".","0.4"
"Sophomore","","166","3.846","77.7","16.3","2.4","3.0","0.6",".",".",".",".",".",".",".",".",".",".","."
"Junior","","124","3.787","81.5","6.5","4.8","3.2","1.6",".","1.6",".",".",".",".",".",".",".",".","0.8"
"Senior","","198","3.828","82.3","8.6","4.5","1.5","2.5",".","0.5",".",".",".",".",".",".",".",".","."
"Undergraduates","","733","3.804","79.5","10.5","4.0","2.5","2.0","0.7","0.5",".",".",".",".",".",".",".",".","0.3"
"Special","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","176","3.925","47.7","7.4","0.6",".",".",".",".","13.6","0.6","18.2",".","9.7","1.1",".",".","."
"","Dept. Total","917","3.832","73.6","9.8","3.3","2.0","1.6","0.5","0.4","2.6","0.1","3.5",".","1.9","0.2",".",".","0.2"
