"ZOOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","",""
"","101
001","176","2.575","19.3","10.2","26.1","5.1","18.8","11.4","7.4","0.6",".",".",".",".","0.6","0.6",".","."
"","101
002","175","2.595","17.1","5.1","29.1","10.3","25.1","8.0","4.6","0.6",".",".",".",".",".",".",".","."
"Animal Biology","Course Total","351","2.585","18.2","7.7","27.6","7.7","21.9","9.7","6.0","0.6",".",".",".",".","0.3","0.3",".","."
"","102
001","9","3.000","11.1","11.1","55.6","11.1","11.1",".",".",".",".",".",".",".",".",".",".","."
"","102
002","8","3.438","50.0",".","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","003
102","7","3.786","71.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
004","10","3.350","40.0",".","50.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","102
005","8","3.500","50.0",".","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
006","12","3.250","33.3","16.7","41.7",".",".","8.3",".",".",".",".",".",".",".",".",".","."
"","102
007","8","3.063",".","37.5","37.5","25.0",".",".",".",".",".",".",".",".",".",".",".","."
"","102
008","10","2.950",".","10.0","80.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","102
009","10","3.150","20.0","10.0","60.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","102
010","9","3.278","22.2","11.1","66.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
011","13","3.077","30.8","15.4","38.5",".","7.7",".","7.7",".",".",".",".",".",".",".",".","."
"","102
012","8","3.438","50.0","12.5","25.0",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"","102
013","12","3.667","58.3","16.7","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","014
102","9","3.722","66.7","11.1","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
015","8","3.500","37.5","25.0","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
016","12","3.292","25.0","25.0","41.7",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","102
017","11","3.227","18.2","27.3","45.5",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","102
018","10","3.000","20.0","20.0","20.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".","."
"","102
019","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","102
020","11","3.000","18.2",".","63.6",".","18.2",".",".",".",".",".",".",".",".",".",".","."
"Animal Biology Laboratory","Course Total","190","3.287","32.6","13.7","42.6","3.7","6.3","0.5","0.5",".",".",".",".",".",".",".",".","."
"","151
001","38","3.053","21.1","18.4","34.2","2.6","23.7",".",".",".",".",".",".",".",".",".",".","."
"","151
002","46","3.022","26.1","6.5","39.1","6.5","19.6","2.2",".",".",".",".",".",".",".",".",".","."
"","151
003","11","2.727","18.2",".","54.5",".","18.2",".","9.1",".",".",".",".",".",".",".",".","."
"Introductory Biology","Course Total","95","3.000","23.2","10.5","38.9","4.2","21.1","1.1","1.1",".",".",".",".",".",".",".",".","."
"Introductory Biology","152
001","69","2.993","15.9","4.3","56.5","8.7","14.5",".",".",".",".",".",".",".",".",".",".","."
"","153
001","25","3.400","44.0","12.0","32.0","4.0","8.0",".",".",".",".",".",".",".",".",".",".","."
"","153
002","25","3.120","16.0","12.0","56.0","12.0","4.0",".",".",".",".",".",".",".",".",".",".","."
"","153
003","15","3.000","33.3","6.7","26.7","20.0",".","13.3",".",".",".",".",".",".",".",".",".","."
"Introductory Biology","Course Total","65","3.200","30.8","10.8","40.0","10.8","4.6","3.1",".",".",".",".",".",".",".",".",".","."
"","199
007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","199
080","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","5","***","","","","","","","","","","","","","","","",""
"Introductory Ecology","260
001","57","3.044","24.6","21.1","24.6","12.3","10.5","7.0",".",".",".",".",".",".",".",".",".","."
"","299
007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
022","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
024","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
043","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
068","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Studies in Zoology","Course Total","11","3.708","81.8",".","9.1",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Entomology","302
001","10","2.000",".","10.0","10.0","30.0","30.0",".","20.0",".",".",".",".",".",".",".",".","."
"January 29, 2018","","","","","","","","","","","","","","","","","","Page 333 of 420",""
