"ART DEPARTMENT","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","",""
"","100
001","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
002","22","3.955","95.5",".","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
003","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
004","20","3.850","80.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
005","23","3.826","82.6","4.3","8.7","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","100
006","20","3.675","70.0","10.0","10.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","100
007","21","3.714","81.0","4.8","4.8","4.8",".","4.8",".",".",".",".",".",".",".",".",".","."
"","100
008","22","3.614","77.3","9.1",".","4.5","4.5",".","4.5",".",".",".",".",".",".",".",".","."
"","100
009","22","3.477","59.1","18.2","9.1","4.5","4.5",".","4.5",".",".",".",".",".",".",".",".","."
"","100
010","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
011","19","3.556","68.4","5.3","10.5","5.3",".",".","5.3","5.3",".",".",".",".",".",".",".","."
"","100
012","21","3.881","81.0","14.3","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Art","Course Total","253","3.798","83.0","6.3","5.1","2.4","1.2","0.4","1.2","0.4",".",".",".",".",".",".",".","."
"","102
001","21","3.952","90.5","9.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
002","20","3.475","70.0","15.0","5.0",".",".",".","10.0",".",".",".",".",".",".",".",".","."
"Two-Dimensional Design","Course Total","41","3.720","80.5","12.2","2.4",".",".",".","4.9",".",".",".",".",".",".",".",".","."
"","104
001","17","3.882","82.4","11.8","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
002","15","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
004","18","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
104","19","3.868","78.9","15.8","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Three-Dimensional Design","Course Total","69","3.899","82.6","14.5","2.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","107
001","21","3.976","95.2","4.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","107
002","22","3.795","90.9","4.5",".",".",".",".","4.5",".",".",".",".",".",".",".",".","."
"","107
003","20","4.000","95.0",".",".",".",".",".",".","5.0",".",".",".",".",".",".",".","."
"","107
004","19","3.842","84.2","10.5",".",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","107
006","22","3.750","86.4","4.5","4.5",".",".",".","4.5",".",".",".",".",".",".",".",".","."
"","107
007","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","107
008","20","3.947","85.0","10.0",".",".",".",".",".","5.0",".",".",".",".",".",".",".","."
"Introduction to Digital Forms","Course Total","145","3.899","91.0","4.8","0.7",".","0.7",".","1.4","1.4",".",".",".",".",".",".",".","."
"Foundations of Contemp Art","001
108","185","3.801","76.8","14.6","3.2","2.2","1.1","0.5","0.5","1.1",".",".",".",".",".",".",".","."
"","112
001","22","3.886","90.9","4.5",".",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"","112
002","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","112
003","19","3.500","63.2","21.1",".","5.3","5.3",".","5.3",".",".",".",".",".",".",".",".","."
"","112
004","21","3.738","76.2","14.3",".",".","9.5",".",".",".",".",".",".",".",".",".",".","."
"","112
005","18","3.639","61.1","16.7","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","112
006","20","3.625","70.0","15.0","10.0",".",".",".","5.0",".",".",".",".",".",".",".",".","."
"","112
007","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Drawing I","Course Total","138","3.772","80.4","10.1","2.9","2.2","2.9",".","1.4",".",".",".",".",".",".",".",".","."
"","176
001","15","3.800","80.0","13.3",".",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"","176
002","19","3.684","47.4","42.1","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","176
003","17","3.471","41.2","29.4","17.6","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"","176
004","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","176
005","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Digital Photo for Non-Majors","Course Total","79","3.766","69.6","20.3","6.3","1.3","2.5",".",".",".",".",".",".",".",".",".",".","."
"","212
001","16","3.333","37.5","37.5",".","12.5",".",".","6.3",".",".",".",".",".",".",".",".","6.3"
"January 29, 2018","","","","","","","","","","","","","","","","","","","Page 74 of 420"
