"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"RELIGIOUS STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"856
RELIG ST","","","","","","","","","","","","","","","","","","","",""
"Religion in Sickness & Health","102","001","184","3.801","66.8","26.6","4.9","1.1",".",".",".","0.5",".",".",".",".",".",".",".","."
"","200","001","14","3.500","21.4","57.1","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","200","002","31","3.500","12.9","71.0","12.9",".",".",".",".",".",".",".",".",".",".","3.2",".","."
"Intro Topics in Relig St (H)","","Course Total","45","3.500","15.6","66.7","15.6",".",".",".",".",".",".",".",".",".",".","2.2",".","."
"Islam Wrld:MidEast,500-1500","205","001","6","3.250","16.7","16.7","66.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Genres-Westrn Relig Writing","234","001","11","3.000","18.2","27.3","36.4","9.1",".",".","9.1",".",".",".",".",".",".",".",".","."
"Genres-Asian Religious Writing","235","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Asian Religions","267","002","13","3.692","46.2","46.2","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Environment and Religion","270","001","13","3.955","76.9","7.7",".",".",".",".",".","15.4",".",".",".",".",".",".",".","."
"Sects and Cults","311","001","25","3.521","36.0","52.0","4.0",".",".",".","4.0",".",".",".",".",".","4.0",".",".","."
"King David","335","001","19","3.853","63.2","26.3",".",".",".",".",".",".",".",".",".",".",".","10.5",".","."
"In Trans:Mythlgy-Scandnavia","342","001","11","3.792","54.5","45.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Taoism","350","001","6","3.800","50.0","33.3",".",".",".",".",".",".",".",".",".",".",".","16.7",".","."
"Islam: Religion and Culture","370","001","22","3.526","40.9","27.3","13.6",".",".","4.5",".","9.1",".",".",".",".","4.5",".",".","."
"Survey of Tibetan Buddhism","421","001","15","3.857","66.7","26.7",".",".",".",".",".",".",".",".",".",".",".",".","6.7","."
"The Enlightenm't & Its Critics","512","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Religion-Critical Perspective","600","001","14","3.393","28.6","42.9","7.1","21.4",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Capstone Res & Colloq","601","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Meditation-Buddhism & Hinduism","624","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","681","017","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","682","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","005","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","017","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","4","***","","","","","","","","","","","","","","","",""
