"STATISTICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"932
STAT","","","","","","","","","","","","","","","","","","",""
"","224
001","93","3.371","40.9","19.4","19.4","16.1","3.2","1.1",".",".",".",".",".",".",".",".",".","."
"","224
002","79","3.228","27.8","24.1","21.5","19.0","7.6",".",".",".",".",".",".",".",".",".",".","."
"","224
003","63","3.095","20.6","23.8","28.6","14.3","11.1",".","1.6",".",".",".",".",".",".",".",".","."
"Intro Stats for Engineers","Course Total","235","3.249","31.1","22.1","22.6","16.6","6.8","0.4","0.4",".",".",".",".",".",".",".",".","."
"","301
001","136","2.941","16.2","20.6","30.1","8.8","19.9","2.9","0.7",".",".",".",".",".",".","0.7",".","."
"","301
002","142","2.810","21.1","12.7","27.5","11.3","18.3","4.9","4.2",".",".",".",".",".",".",".",".","."
"","003
301","136","2.737","19.9","11.8","21.3","9.6","29.4","4.4","2.9",".",".",".",".",".","0.7",".",".","."
"Intro-Statistical Methods","Course Total","414","2.829","19.1","15.0","26.3","9.9","22.5","4.1","2.7",".",".",".",".",".","0.2","0.2",".","."
"Acc Intro to Stat Meth","302
001","73","3.315","32.9","27.4","21.9","11.0","5.5",".","1.4",".",".",".",".",".",".",".",".","."
"Intro to Prob & Math Stat I","309
002","58","3.216","36.2","20.7","15.5","15.5","8.6","1.7","1.7",".",".",".",".",".",".",".",".","."
"Intro to Prob & Math Stat II","310
001","45","3.256","24.4","24.4","31.1","17.8","2.2",".",".",".",".",".",".",".",".",".",".","."
"","311
001","59","3.035","28.8","11.9","23.7","11.9","15.3","5.1",".","3.4",".",".",".",".",".",".",".","."
"","002
311","83","3.072","25.3","24.1","25.3","4.8","14.5","4.8","1.2",".",".",".",".",".",".",".",".","."
"","003
311","73","3.452","39.7","27.4","19.2","11.0","2.7",".",".",".",".",".",".",".",".",".",".","."
"Intro Math Sat (Theo, Meth) I","Course Total","215","3.192","31.2","21.9","22.8","8.8","10.7","3.3","0.5","0.9",".",".",".",".",".",".",".","."
"","312
001","51","3.775","68.6","17.6","13.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","312
002","76","3.776","71.1","17.1","7.9","3.9",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Math Stat (Theo,Meth) II","Course Total","127","3.776","70.1","17.3","10.2","2.4",".",".",".",".",".",".",".",".",".",".",".","."
"","324
001","49","3.296","49.0","10.2","18.4","16.3",".","2.0","4.1",".",".",".",".",".",".",".",".","."
"","002
324","54","3.241","38.9","14.8","25.9","11.1","1.9","7.4",".",".",".",".",".",".",".",".",".","."
"","324
003","79","2.962","22.8","16.5","29.1","8.9","17.7","2.5","2.5",".",".",".",".",".",".",".",".","."
"Intro Applied Stats for Engrs","Course Total","182","3.135","34.6","14.3","25.3","11.5","8.2","3.8","2.2",".",".",".",".",".",".",".",".","."
"","327
001","45","3.244","42.2","20.0","11.1","6.7","15.6","4.4",".",".",".",".",".",".",".",".",".","."
"","002
327","35","3.132","25.7","22.9","22.9","8.6","14.3","2.9",".",".",".",".",".",".",".",".","2.9","."
"","327
003","27","3.346","66.7","7.4","7.4",".",".","7.4","7.4",".",".",".",".",".",".",".","3.7","."
"","004
327","44","3.081","34.1","15.9","15.9","18.2","2.3","11.4",".","2.3",".",".",".",".",".",".",".","."
"","327
005","27","3.404","51.9","7.4","14.8","11.1","11.1",".",".","3.7",".",".",".",".",".",".",".","."
"","327
006","14","3.615","78.6",".",".",".","7.1","7.1",".","7.1",".",".",".",".",".",".",".","."
"","327
007","35","3.957","91.4","8.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","327
008","39","3.808","74.4","12.8","12.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","327
009","37","3.919","97.3",".",".",".",".","2.7",".",".",".",".",".",".",".",".",".","."
"","327
010","43","3.314","41.9","18.6","18.6","11.6","4.7","4.7",".",".",".",".",".",".",".",".",".","."
"","327
011","45","3.167","31.1","26.7","20.0","11.1","4.4","2.2","4.4",".",".",".",".",".",".",".",".","."
"","327
012","36","3.343","27.8","30.6","25.0","8.3","5.6",".",".",".",".",".",".",".",".",".","2.8","."
"Learning a Stat Lang","Course Total","427","3.424","52.7","15.7","13.3","7.0","5.4","3.5","0.9","0.7",".",".",".",".",".",".","0.7","."
"Applied Regression Analysis","333
001","63","3.475","44.4","22.2","20.6","1.6","4.8",".","1.6",".",".",".",".",".","4.8",".",".","."
"","371
002","130","2.862","30.0","13.8","11.5","15.4","20.0","4.6","4.6",".",".",".",".",".",".",".",".","."
"","003
371","136","3.331","30.1","27.2","30.9","5.1","5.9",".","0.7",".",".",".",".",".",".",".",".","."
"","371
004","138","3.058","31.9","13.0","22.5","13.0","14.5","3.6","1.4",".",".",".",".",".",".",".",".","."
"","371
005","130","3.315","39.2","24.6","13.1","13.8","6.2","2.3","0.8",".",".",".",".",".",".",".",".","."
"Intro Applied Stats-Life Sci","Course Total","534","3.142","32.8","19.7","19.7","11.8","11.6","2.6","1.9",".",".",".",".",".",".",".",".","."
"Appl Categorical Data Anal","421
001","59","3.356","32.2","33.9","16.9","6.8","10.2",".",".",".",".",".",".",".",".",".",".","."
"Stat Expermntl Design","424
001","54","3.593","51.9","24.1","18.5","1.9","3.7",".",".",".",".",".",".",".",".",".",".","."
"","431
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"January 29, 2018","","","","","","","","","","","","","","","","","","Page 325 of 420",""
