"L&S","","","","","","","","","","","","","","","","","","","",""
"INTERNATIONAL STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"504
INTL ST","","","","","","","","","","","","","","","","","","","",""
"INTL ST
504","Dept. Total","459","3.408","28.8","22.9","11.1","4.1","3.3","0.7","0.7","0.2","",".","26.8","0.2","0.2","0.7","0.2","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"504
INTL ST","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","134","3.365","24.6","17.2","14.9","4.5","4.5",".","0.7","0.7","",".","32.8",".",".",".",".",".","."
"Sophomore","","104","3.396","26.9","21.2","8.7","4.8","2.9","1.0","1.0",".","",".","32.7",".",".",".","1.0",".","."
"Junior","","95","3.323","25.3","29.5","16.8","7.4","3.2",".","1.1",".","",".","15.8","1.1",".",".",".",".","."
"Senior","","100","3.554","43.0","30.0","5.0","1.0","3.0","2.0",".",".","",".","11.0",".","1.0","3.0",".","1.0","."
"Undergraduates","","433","3.404","29.6","23.8","11.5","4.4","3.5","0.7","0.7","0.2","",".","24.0","0.2","0.2","0.7","0.2","0.2","."
"Special","","22","3.313","4.5","4.5","4.5",".",".",".",".",".","",".","86.4",".",".",".",".",".","."
"Graduate","","3","***","","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total","459","3.408","28.8","22.9","11.1","4.1","3.3","0.7","0.7","0.2","",".","26.8","0.2","0.2","0.7","0.2","0.2","."
