"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","101
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","101
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","101
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intermediate Algebra","Course Total","5","***","","","","","","","","","","","","","","","",""
"","001
112","103","2.515","12.6","8.7","25.2","12.6","26.2","10.7","3.9",".",".",".",".",".",".",".",".","."
"","112
002","106","2.571","16.0","15.1","17.0","11.3","26.4","5.7","7.5",".",".",".",".",".","0.9",".",".","."
"","003
112","102","2.770","12.7","5.9","41.2","7.8","27.5","2.0","1.0",".",".",".",".",".","2.0",".",".","."
"","004
112","104","2.655","13.5","15.4","18.3","12.5","29.8","9.6",".",".",".",".",".",".","1.0",".",".","."
"","005
112","107","2.785","15.9","14.0","24.3","10.3","31.8","3.7",".",".",".",".",".",".",".",".",".","."
"","112
006","102","2.629","13.7","11.8","25.5","6.9","30.4","9.8","1.0",".",".",".",".",".","1.0",".",".","."
"Algebra","Course Total","624","2.654","14.1","11.9","25.2","10.3","28.7","6.9","2.2",".",".",".",".",".","0.8",".",".","."
"","113
001","31","2.919","19.4","25.8","9.7","22.6","19.4",".","3.2",".",".",".",".",".",".",".",".","."
"","113
002","44","2.693","6.8","20.5","13.6","31.8","22.7","4.5",".",".",".",".",".",".",".",".",".","."
"Trigonometry","Course Total","75","2.787","12.0","22.7","12.0","28.0","21.3","2.7","1.3",".",".",".",".",".",".",".",".","."
"","001
114","182","2.970","25.8","10.4","25.3","14.3","22.0","1.6","0.5",".",".",".",".",".",".",".",".","."
"","114
002","153","2.912","7.8","28.1","40.5","7.8","7.8","4.6","3.3",".",".",".",".",".",".",".",".","."
"Algebra and Trigonometry","Course Total","335","2.943","17.6","18.5","32.2","11.3","15.5","3.0","1.8",".",".",".",".",".",".",".",".","."
"","130
001","10","3.200","30.0","10.0","30.0","30.0",".",".",".",".",".",".",".",".",".",".",".","."
"","002
130","21","3.238","28.6","14.3","42.9","4.8","9.5",".",".",".",".",".",".",".",".",".",".","."
"Math for","Course Total","31","3.226","29.0","12.9","38.7","12.9","6.5",".",".",".",".",".",".",".",".",".",".","."
"","131
002","18","3.375","27.8","22.2","27.8","11.1",".",".",".",".",".",".",".",".","11.1",".",".","."
"","131
003","16","3.406","50.0","6.3","25.0","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"Math for Tchng:","Course Total","34","3.391","38.2","14.7","26.5","11.8","2.9",".",".",".",".",".",".",".","5.9",".",".","."
"Prob Solvng: Alg, Prob & Stats","132
001","22","3.136","27.3","27.3","22.7","9.1","4.5","9.1",".",".",".",".",".",".",".",".",".","."
"Quant Reasoning&Prob Solvng","141
001","39","2.910","7.7","20.5","30.8","28.2","12.8",".",".",".",".",".",".",".",".",".",".","."
"","171
001","151","2.927","17.9","18.5","26.5","17.2","13.9","4.0","1.3",".",".",".",".",".","0.7",".",".","."
"","171
002","157","3.172","30.6","24.2","17.8","14.0","8.9","3.8","0.6",".",".",".",".",".",".",".",".","."
"Calc with Algebra & Trig I","Course Total","308","3.052","24.4","21.4","22.1","15.6","11.4","3.9","1.0",".",".",".",".",".","0.3",".",".","."
"","211
001","206","2.902","22.3","17.0","21.4","16.0","14.6","5.3","2.4",".",".",".",".",".","1.0",".",".","."
"","211
002","209","2.933","22.0","17.7","22.0","17.7","14.4","4.3","1.9",".",".",".",".",".",".",".",".","."
"Calculus","Course Total","415","2.918","22.2","17.3","21.7","16.9","14.5","4.8","2.2",".",".",".",".",".","0.5",".",".","."
"Calc/Intro-Differntl Equats","213
001","175","2.890","21.7","9.1","29.7","14.9","17.7","5.1","0.6",".",".",".",".",".","1.1",".",".","."
"","221
001","285","3.193","44.2","9.8","23.9","5.6","8.8","4.9","2.8",".",".",".",".",".",".",".",".","."
"","221
002","290","3.448","56.9","7.9","23.8","1.7","5.2","3.4","1.0",".",".",".",".",".",".",".",".","."
"","003
221","227","3.267","48.5","7.5","23.3","3.1","10.6","4.8","1.3",".",".",".",".",".","0.4",".",".","0.4"
"","221
004","231","3.325","51.1","8.7","22.1","5.2","7.8","3.0","2.2",".",".",".",".",".",".",".",".","."
"","005
221","291","3.322","54.6","7.2","17.2","5.2","9.6","2.4","3.1",".",".",".",".",".","0.7",".",".","."
"","221
006","290","3.381","56.6","6.9","20.7","3.8","5.5","5.2","1.4",".",".",".",".",".",".",".",".","."
"Calculus&Analytic Geometry 1","Course Total","1614","3.325","52.2","8.0","21.7","4.1","7.8","4.0","2.0",".",".",".",".",".","0.2",".",".","0.1"
"","222
001","234","2.860","21.8","9.8","29.1","16.2","15.0","4.3","3.0","0.4",".",".",".",".","0.4",".",".","."
"","222
002","227","2.947","27.3","11.0","30.0","9.3","12.3","6.6","2.6",".",".",".",".",".","0.9",".",".","."
"","003
222","237","2.938","24.9","13.1","25.3","11.0","18.1","5.1","1.3",".",".",".",".",".","1.3",".",".","."
"","222
004","239","2.849","20.5","11.3","30.5","10.5","19.7","5.0","2.1",".",".",".",".",".","0.4",".",".","."
"Calculus&Analytic Geometry 2","Course Total","937","2.898","23.6","11.3","28.7","11.7","16.3","5.2","2.2","0.1",".",".",".",".","0.7",".",".","."
