"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","101
002","22","2.929","18.2","9.1","40.9","4.5","18.2","4.5",".",".",".",".",".",".","4.5",".",".","."
"","003
101","24","3.250","16.7","25.0","41.7","4.2","4.2",".",".",".",".",".",".",".","8.3",".",".","."
"","101
004","23","2.909","13.0","30.4","17.4","13.0","13.0","8.7",".",".","4.3",".",".",".",".",".",".","."
"","101
005","22","3.295","50.0","9.1","22.7","4.5","9.1",".","4.5",".",".",".",".",".",".",".",".","."
"","006
101","23","2.932","8.7","17.4","39.1","13.0","17.4",".",".",".",".",".",".",".","4.3",".",".","."
"First Semester Spanish","Course Total","114","3.064","21.1","18.4","32.5","7.9","12.3","2.6","0.9",".","0.9",".",".",".","3.5",".",".","."
"","102
002","24","3.438","37.5","29.2","20.8","8.3","4.2",".",".",".",".",".",".",".",".",".",".","."
"","102
003","23","3.261","8.7","52.2","30.4",".","8.7",".",".",".",".",".",".",".",".",".",".","."
"","005
102","22","3.182","18.2","40.9","18.2","13.6","4.5","4.5",".",".",".",".",".",".",".",".",".","."
"","102
007","23","3.413","21.7","39.1","39.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","008
102","22","3.477","36.4","22.7","40.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
009","22","3.295","27.3","9.1","59.1","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","102
011","21","3.450","19.0","47.6","28.6",".",".",".",".","4.8",".",".",".",".",".",".",".","."
"Second Semester Spanish","Course Total","157","3.359","24.2","34.4","33.8","3.8","2.5","0.6",".","0.6",".",".",".",".",".",".",".","."
"","203
001","23","3.326","34.8","21.7","26.1","8.7","8.7",".",".",".",".",".",".",".",".",".",".","."
"","203
003","21","3.381","23.8","42.9","23.8","4.8","4.8",".",".",".",".",".",".",".",".",".",".","."
"","203
006","23","3.587","52.2","26.1","13.0","4.3","4.3",".",".",".",".",".",".",".",".",".",".","."
"","203
007","23","3.217","26.1","26.1","30.4",".","17.4",".",".",".",".",".",".",".",".",".",".","."
"","009
203","21","3.405","23.8","38.1","33.3","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","203
010","21","3.175","33.3","9.5","23.8","14.3","14.3",".",".","4.8",".",".",".",".",".",".",".","."
"","203
012","23","3.609","52.2","26.1","17.4",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","203
013","23","3.761","69.6","17.4","8.7","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","203
014","24","3.604","54.2","16.7","25.0","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","203
016","24","3.667","54.2","29.2","12.5","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","203
019","21","3.286","28.6","28.6","28.6","9.5",".","4.8",".",".",".",".",".",".",".",".",".","."
"","203
020","20","3.250","30.0","25.0","20.0","15.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"Third Semester Spanish","Course Total","267","3.447","40.8","25.5","21.7","6.0","5.2","0.4",".","0.4",".",".",".",".",".",".",".","."
"","204
001","23","3.609","52.2","34.8","8.7",".",".","4.3",".",".",".",".",".",".",".",".",".","."
"","204
003","22","3.636","59.1","18.2","13.6","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","005
204","24","3.813","79.2","12.5","4.2",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","204
006","24","3.583","50.0","20.8","25.0","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","007
204","21","3.452","52.4","19.0","14.3","4.8","4.8","4.8",".",".",".",".",".",".",".",".",".","."
"","204
010","24","3.708","58.3","25.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
011","23","3.478","43.5","39.1","8.7","4.3",".",".","4.3",".",".",".",".",".",".",".",".","."
"","204
012","22","3.614","54.5","27.3","9.1","4.5","4.5",".",".",".",".",".",".",".",".",".",".","."
"","204
015","21","3.571","33.3","47.6","19.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
017","24","3.604","54.2","29.2","12.5",".",".","4.2",".",".",".",".",".",".",".",".",".","."
"","204
018","22","3.429","40.9","18.2","22.7","9.1","4.5",".",".","4.5",".",".",".",".",".",".",".","."
"Fourth Semester Spanish","Course Total","250","3.594","52.8","26.4","14.0","3.2","1.6","1.2","0.4","0.4",".",".",".",".",".",".",".","."
"","223
001","103","3.693","63.1","20.4","9.7","1.0","2.9","1.0",".","1.9",".",".",".",".",".",".",".","."
"","223
002","24","3.979","95.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Hispanic Cultures","Course Total","127","3.748","69.3","17.3","7.9","0.8","2.4","0.8",".","1.6",".",".",".",".",".",".",".","."
"","224
001","81","3.358","38.3","19.8","29.6","4.9","4.9","2.5",".",".",".",".",".",".",".",".",".","."
"","224
002","19","3.395","42.1","15.8","31.6",".","10.5",".",".",".",".",".",".",".",".",".",".","."
"","224
003","12","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"January 29, 2018","","","","","","","","","","","","","","","","","","Page 321 of 420",""
