"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"CLASSICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"244
CLASSICS","","","","","","","","","","","","","","","","","","",""
"Legacy of Greece & Rome","100
001","77","3.833","75.3","14.3","6.5",".","1.3",".",".","2.6",".",".",".",".",".",".",".","."
"The Ancient Mediterranean","110
001","44","3.114","9.1","27.3","45.5","13.6","4.5",".",".",".",".",".",".",".",".",".",".","."
"Art&Archaeology-Ancient Greece","300
001","23","3.565","52.2","17.4","21.7","8.7",".",".",".",".",".",".",".",".",".",".",".","."
"The Greeks","320
001","93","3.428","40.9","36.6","11.8","1.1","1.1",".","5.4","3.2",".",".",".",".",".",".",".","."
"King David","335
001","31","3.741","54.8","29.0","9.7",".",".",".",".",".",".",".",".",".",".","6.5",".","."
"Sex and Power","361
001","43","3.463","37.2","37.2","11.6","4.7","2.3",".","2.3",".",".",".",".",".","4.7",".",".","."
"","373
001","34","3.765","58.8","35.3","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","373
002","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Classical Culture","Course Total","54","3.852","74.1","22.2","3.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Classical Archaeology","430
001","7","3.429","14.3","57.1","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Reading","Course Total","3","***","","","","","","","","","","","","","","","",""
"Advanced Hist of Philosophy","830
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"CLASSICS
244","Dept. Total","377","3.559","50.1","27.1","14.1","2.9","1.3",".","1.6","1.3",".",".",".",".","1.1","0.5",".","."
