"BUS","","","","","","","","","","","","","","","","","","","","",""
"REAL ESTATE & URBAN LAND E Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"239
REAL EST","","","","","","","","","","","","","","","","","","","","",""
"REAL EST
Dept. Total
239","829","3.384","37.8","23.6","27.3","6.2","3.4","0.6","0.7","0.1","",".",".","",".","",".","0.4",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"239
REAL EST","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","51","2.973","15.7","7.8","49.0","15.7","11.8",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","210","3.304","27.6","26.7","32.9","8.6","3.3","0.5","0.5",".","",".",".","",".","",".",".",".",".","."
"Senior","373","3.347","36.5","22.8","28.4","5.9","3.5","0.8","1.1","0.3","",".",".","",".","",".","0.8",".",".","."
"Undergraduates","634","3.300","31.9","22.9","31.5","7.6","4.1","0.6","0.8","0.2","",".",".","",".","",".","0.5",".",".","."
"Special","21","3.136","33.3","28.6","23.8","4.8",".","4.8","4.8",".","",".",".","",".","",".",".",".",".","."
"Graduate","172","3.701","59.3","26.2","12.2","1.2","1.2",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","2","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","2","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Dept. Total","829","3.384","37.8","23.6","27.3","6.2","3.4","0.6","0.7","0.1","",".",".","",".","",".","0.4",".",".","."
