"L&S","","","","","","","","","","","","","","","","","","","","",""
"ITALIAN (FRENCH AND ITALIAN) Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","","","",""
"ITALIAN
Dept. Total
508","293","3.599","56.0","19.1","13.0","5.8","1.0","0.7","0.3","3.8","",".",".","",".","",".","0.3",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","47","3.597","53.2","19.1","21.3","6.4",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","70","3.493","45.7","28.6","12.9","10.0",".","2.9",".",".","",".",".","",".","",".",".",".",".","."
"Junior","55","3.507","50.9","18.2","18.2","9.1","3.6",".",".",".","",".",".","",".","",".",".",".",".","."
"Senior","76","3.661","64.5","19.7","9.2","2.6","1.3",".","1.3",".","",".",".","",".","",".","1.3",".",".","."
"Undergraduates","248","3.563","54.0","21.8","14.5","6.9","1.2","0.8","0.4",".","",".",".","",".","",".","0.4",".",".","."
"Special","7","3.826","71.4",".","14.3",".",".",".",".","14.3","",".",".","",".","",".",".",".",".","."
"Graduate","38","3.920","65.8","5.3","2.6",".",".",".",".","26.3","",".",".","",".","",".",".",".",".","."
"Dept. Total","293","3.599","56.0","19.1","13.0","5.8","1.0","0.7","0.3","3.8","",".",".","",".","",".","0.3",".",".","."
