"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"875
STS","","","","","","","","","","","","","","","","","","","","","","","",""
"","201
001","17","3.647","58.8","23.5","11.8",".","5.9","",".",".",".","",".","",".",".","",".","",".",".",".","."
"","201
003","88","3.466","27.3","51.1","14.8","2.3","2.3",".","","1.1",".","",".","",".",".","",".","",".","1.1",".","."
"Where Science Meets Society","Course Total","105","3.495","32.4","46.7","14.3","1.9","2.9","",".","1.0","",".","",".",".","",".","",".",".","1.0",".","."
"Sci, Technol & Med in Society","901
001","8","4.000","100.0",".",".",".",".",".","",".",".","",".","",".",".","",".","",".",".",".","."
"Current Topics-Sci & Tech St","902
001","6","",".",".",".",".",".",".","",".",".","",".","","100.0",".","",".","",".",".",".","."
"Topics-Sci&Technology Studies","903
001","3","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"STS
875","Dept. Total","122","3.539","36.1","40.2","12.3","1.6","2.5","",".","0.8","",".","",".","4.9","",".","",".","0.8","0.8",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"875
STS","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","40","3.400","20.0","55.0","17.5",".","7.5","",".",".","",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","30","3.633","40.0","46.7","13.3",".",".","",".",".","",".","",".",".","",".","",".",".",".",".","."
"Junior","","12","3.583","50.0","25.0","16.7","8.3",".","",".",".","",".","",".",".","",".","",".",".",".",".","."
"Senior","","22","3.432","36.4","45.5","9.1","4.5",".","",".","4.5","",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","104","3.495","32.7","47.1","14.4","1.9","2.9","",".","1.0","",".","",".",".","",".","",".",".",".",".","."
"Special","","1","***","","","","","","","","","","","","",".","",".","",".",".","100.0",".","."
"Graduate","","16","4.000","56.3",".",".",".",".","",".",".","",".","",".","37.5","",".","",".","6.3",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","122","3.539","36.1","40.2","12.3","1.6","2.5","",".","0.8","",".","",".","4.9","",".","",".","0.8","0.8",".","."
