"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","13796","3.759","70.7","12.1","5.4","1.9","1.9","0.5","0.4","2.5","0.0","2.5","0.0","0.6","0.9","0.0","0.3","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","1826","3.654","73.8","12.1","7.2","2.4","2.6","0.7","0.9",".",".",".",".",".","0.3",".","0.2","."
"Sophomore","","2104","3.674","70.4","13.8","7.2","3.2","3.4","0.9","0.5",".",".",".",".",".","0.6",".",".","0.0"
"Junior","","2315","3.715","69.3","15.3","6.8","2.3","2.1","0.9","0.7","0.1",".","1.6",".",".","0.8","0.0",".","0.0"
"Senior","","4159","3.750","70.5","13.6","6.3","2.4","2.0","0.4","0.3","0.3",".","3.5",".",".","0.6","0.0","0.0","0.0"
"Undergraduates","","10404","3.714","70.8","13.8","6.7","2.5","2.4","0.7","0.5","0.2",".","1.7",".",".","0.6","0.0","0.0","0.0"
"Special","","322","3.719","49.7","8.4","3.4","0.3","2.2","0.6","0.9","25.5",".","0.3",".",".","2.2","1.2","5.0","0.3"
"Graduate","","3011","3.932","72.0","7.0","1.2","0.1","0.2",".","0.0","8.2","0.1","5.6","0.1","2.6","2.1","0.0","0.8","."
"Prof Yr 1","","45","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 3","","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","68","3.985","97.1","2.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","College Total","13805","3.759","70.7","12.1","5.4","1.9","1.9","0.5","0.4","2.5","0.0","2.5","0.0","0.6","0.9","0.1","0.3","0.0"
