"","999
082","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
086","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
099","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Readng & Rsch-Accountng PhD","Course Total","6","4.000","83.3",".",".",".",".",".",".","16.7","",".",".","",".",".",".",".",".","."
"ACCT I S
232","Dept. Total","2524","3.262","29.8","22.3","28.4","8.8","7.1","1.3","0.3","0.2","",".",".","",".","1.4","0.4",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Sophomore","","363","2.844","14.9","15.2","29.5","15.4","20.4","4.1","0.6",".","",".",".","",".",".",".",".",".","."
"Junior","","745","3.182","25.4","22.0","31.3","10.6","8.3","1.9","0.3",".","",".",".","",".",".","0.3",".",".","."
"Senior","","674","3.261","25.2","26.3","32.6","9.5","5.3","0.4","0.4",".","",".",".","",".",".","0.1",".",".","."
"Undergraduates","","1783","3.143","23.2","22.2","31.5","11.2","9.6","1.8","0.4",".","",".",".","",".",".","0.2",".",".","."
"Special","","40","3.270","22.5","30.0","25.0","5.0","10.0",".",".",".","",".",".","",".",".",".",".","7.5","."
"Graduate","","696","3.608","47.3","22.1","20.3","3.0","0.3","0.1",".","0.7","",".",".","",".","5.2","1.0",".",".","."
"Prof Yr 3","","5","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","5","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","2524","3.262","29.8","22.3","28.4","8.8","7.1","1.3","0.3","0.2","",".",".","",".","1.4","0.4",".","0.1","."
