"PHM","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHARMACY","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"726
PHARMACY","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","125
001","22","3.932","86.4","13.6",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"","002
125","24","3.938","91.7","4.2","4.2",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Exploring Pharmacy I","Course Total","46","3.935","89.1","8.7","2.2",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Drug Interactions","635
001","19","3.684","36.8","63.2",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Phmceut","645
001","146","3.387","35.6","10.3","50.0","4.1","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Biotech&Phmacogenomics","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHARMACY
726","Dept. Total","211","3.533","47.4","14.7","35.1","2.8","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"726
PHARMACY","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","33","3.924","87.9","9.1","3.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","13","3.962","92.3","7.7",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","46","3.935","89.1","8.7","2.2",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","1","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 3","","163","3.420","35.6","16.6","44.2","3.7","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Professionals","","165","3.421","35.8","16.4","44.2","3.6","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","211","3.533","47.4","14.7","35.1","2.8","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
