"","990
073","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
078","2","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
081","3","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","37","",".",".",".",".",".",".","",".","81.1","",".",".","",".","18.9","",".",".",".","."
"PATH-BIO
703","Dept. Total","1100","3.615","42.5","12.1","10.6","1.5","1.3","0.3","",".","29.5","",".",".","",".","0.6","",".",".","0.8","0.7"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"703
PATH-BIO","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","31","3.909","96.8",".","3.2",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","22","3.341","72.7",".","18.2",".","4.5","4.5","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","31","3.486","64.5","9.7","16.1","3.2","6.5",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","39","3.466","56.4","15.4","17.9","2.6","5.1","2.6","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","123","3.510","71.5","7.3","13.8","1.6","4.1","1.6","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","3","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Graduate","","71","3.625","12.7","9.9","4.2",".",".",".","",".","64.8","",".",".","",".","8.5","",".",".",".","."
"Prof Yr 2","","691","3.630","49.6","16.9","13.9","2.2","1.2","0.1","",".","14.9","",".",".","",".",".","",".",".",".","1.2"
"Prof Yr 3","","82","",".",".",".",".",".",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"Prof Yr 4","","130","4.000","21.5",".",".",".",".",".","",".","70.8","",".",".","",".","0.8","",".",".","6.9","."
"Professionals","","903","3.638","41.1","13.0","10.6","1.7","0.9","0.1","",".","30.7","",".",".","",".","0.1","",".",".","1.0","0.9"
"","Dept. Total","1100","3.615","42.5","12.1","10.6","1.5","1.3","0.3","",".","29.5","",".",".","",".","0.6","",".",".","0.8","0.7"
