"BIOLOGY CORE CURRICULUM","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"206
BIOCORE","","","","","","","","","","","","","","","","","","","",""
"Evolution,Ecology,&Genetics","381
001","","81","3.179","24.7","17.3","45.7","1.2","7.4","3.7",".",".",".",".",".",".",".",".",".","."
"","382
001","","18","3.444","33.3","22.2","44.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","382
002","","16","3.250","12.5","25.0","62.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
382","","17","3.412","35.3","11.8","52.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","382
004","","10","3.600","60.0",".","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","382
005","","12","3.083","16.7",".","75.0",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"Evol,Ecol,&Genetics Lab","Course Total","","73","3.356","30.1","13.7","54.8",".","1.4",".",".",".",".",".",".",".",".",".",".","."
"Peer Mentoring","401
001","","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Organismal Biology","485
001","","73","2.788","5.5","12.3","45.2","19.2","12.3","5.5",".",".",".",".",".",".",".",".",".","."
"","486
001","","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","486
002","","13","3.769","53.8","46.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
486","","11","3.636","45.5","36.4","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Organismal Biology Lab","Course Total","","37","3.797","64.9","29.7","5.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study","699
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"BIOCORE
206","Dept. Total","","277","3.166","26.4","15.9","40.4","5.4","5.8","2.5",".",".",".","3.6",".",".",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"206
BIOCORE","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sophomore","","","72","3.240","30.6","12.5","48.6","1.4","4.2","2.8",".",".",".",".",".",".",".",".",".","."
"Junior","","","113","3.150","21.2","19.5","41.6","7.1","6.2","1.8",".",".",".","2.7",".",".",".",".",".","."
"Senior","","","91","3.126","29.7","14.3","31.9","6.6","6.6","3.3",".",".",".","7.7",".",".",".",".",".","."
"Undergraduates","","","277","3.166","26.4","15.9","40.4","5.4","5.8","2.5",".",".",".","3.6",".",".",".",".",".","."
"","Dept. Total","","277","3.166","26.4","15.9","40.4","5.4","5.8","2.5",".",".",".","3.6",".",".",".",".",".","."
