"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","14395","3.348","36.2","25.7","23.2","7.4","5.1","0.9","0.3","0.3","",".","0.2","",".","0.5","0.2",".","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","221","3.720","71.9","16.7","8.6","0.5","1.4","0.9",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","1803","3.106","31.9","19.4","24.8","11.6","9.8","1.9","0.4",".","",".","0.1","",".",".","0.2",".",".","."
"Junior","","3968","3.259","32.0","25.0","25.2","9.0","6.5","1.4","0.4","0.0","",".","0.2","",".",".","0.3",".",".","."
"Senior","","5015","3.327","32.0","26.4","26.1","8.5","5.2","0.7","0.3","0.3","",".","0.3","",".",".","0.2",".","0.0","."
"Undergraduates","","11007","3.273","32.8","24.6","25.2","9.1","6.3","1.1","0.3","0.1","",".","0.2","",".",".","0.2",".","0.0","."
"Special","","457","3.287","30.6","24.9","26.0","7.9","6.6","1.8","0.2","0.4","",".",".","",".",".","0.2",".","1.3","."
"Graduate","","2906","3.673","49.9","30.0","15.0","1.2","0.2","0.0",".","0.9","",".","0.1","",".","2.3","0.3",".","0.1","."
"Prof Yr 2","","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","","22","3.550","45.5","22.7","31.8",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","25","3.565","48.0","20.0","32.0",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","College Total","14395","3.348","36.2","25.7","23.2","7.4","5.1","0.9","0.3","0.3","",".","0.2","",".","0.5","0.2",".","0.1","."
