"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"525
Introduction to Plasmas","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"528
Plasma Processng & Technlgy","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"532
Thry&Appl of Pattrn Recgntn","001","","26","3.327","30.8","23.1","30.8","11.5","3.8",".",".",".",".",".",".",".",".",".",".","."
"533
Image Processing","001","","26","3.308","34.6","26.9","26.9","3.8","3.8",".","3.8",".",".",".",".",".",".",".",".","."
"539
Intro-Artificl Neural Ntwrk","001","","21","3.200","23.8","19.0","28.6","19.0","4.8",".",".",".",".",".",".",".","4.8",".",".","."
"541
Analg MOS Integrtd Cir Dsgn","001","","10","3.450","40.0","30.0","10.0","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"548
Integrated Circuit Design","001","","17","3.441","41.2","23.5","23.5","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"551
Digital Sys Design & Synthesis","001","","80","3.275","26.3","26.3","38.8","3.8","2.5",".","2.5",".",".",".",".",".",".",".",".","."
"552
Intro-Computer Architecture","001","","27","3.204","22.2","29.6","22.2","18.5","7.4",".",".",".",".",".",".",".",".",".",".","."
"555
Digital Circuits&Components","001","","37","3.351","35.1","24.3","24.3","8.1","8.1",".",".",".",".",".",".",".",".",".",".","."
"610
Grad Seminar in ECE","001","","77","3.961","92.2","7.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"641
Intro to Error-Correctng Codes","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","044","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","053","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","066","","8","3.136","12.5",".","87.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","093","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","097","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","099","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","34","3.642","44.1","8.8","23.5",".",".",".",".","17.6",".",".",".",".","2.9",".","2.9","."
"702
Grad Cooperative Educ Program","001","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"707
Mobile and Wireless Networking","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"712","001","","19","3.667","57.9","15.8","15.8","5.3",".",".",".",".",".",".",".",".",".",".","5.3","."
"712","003","","13","3.846","76.9","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Solid State Power Conversn","Course Total","","32","3.742","65.6","15.6","12.5","3.1",".",".",".",".",".",".",".",".",".",".","3.1","."
"717
Linear Systems","001","","18","3.639","50.0","27.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"724
Waves&Instabilities-Plasmas","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"730
Probability&Stochastic Proc","001","","38","3.592","36.8","44.7","18.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"740
Electromagnetic Theory","001","","30","3.517","40.0","30.0","26.7",".","3.3",".",".",".",".",".",".",".",".",".",".","."
"748
Linear Waves","001","","10","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"751
Embedded Computing Systems","001","","18","3.694","55.6","27.8","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"752
Adv Computer Architecture I","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"756
Computer-Aided Desgn-VLSI","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
