"CIVIL AND ENVIRONMENTAL EN Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","",""
"Course Total
Advanced Independent Study","14","4.000","35.7",".",".",".",".",".",".",".","",".",".","",".","42.9","7.1",".","14.3","."
"CIV ENGR
Dept. Total
240","1554","3.413","41.6","18.5","21.0","5.6","4.3","0.8","0.2","5.4","",".",".","",".","1.9","0.5",".","0.2","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","",""
"Sophomore","24","3.236","16.7","25.0","54.2",".","4.2",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","185","3.205","30.8","19.5","28.6","9.7","8.6","1.1","0.5","0.5","",".",".","",".",".","0.5",".",".","."
"Senior","928","3.388","42.8","20.7","23.2","6.9","5.0","1.1","0.2","0.2","",".",".","",".",".",".",".",".","."
"Undergraduates","1137","3.356","40.3","20.6","24.7","7.2","5.5","1.1","0.3","0.3","",".",".","",".",".","0.1",".",".","."
"Special","39","3.417","28.2","30.8","25.6","2.6","5.1",".",".","5.1","",".",".","",".",".","2.6",".",".","."
"Graduate","378","3.704","47.1","11.1","9.3","1.1","0.5",".",".","20.9","",".",".","",".","7.9","1.3",".","0.8","."
"Dept. Total","1554","3.413","41.6","18.5","21.0","5.6","4.3","0.8","0.2","5.4","",".",".","",".","1.9","0.5",".","0.2","."
