"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","",""
"","101","001","","11","3.773","63.6","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101","002","","15","3.500","33.3","33.3","20.0","6.7",".",".",".","6.7",".",".",".",".",".",".",".","."
"First Semester Norwegian","","Course Total","","26","3.620","46.2","30.8","15.4","3.8",".",".",".","3.8",".",".",".",".",".",".",".","."
"First Semester Swedish","111","001","","15","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"First Semester Danish","121","001","","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"First Semester Finnish","131","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Second Year Norwegian","201","001","","9","3.722","44.4","55.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Second Year Swedish","211","001","","7","3.643","71.4","14.3",".",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"Second Year Danish","221","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Readings in Norwegian Lit","251","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Readings in Swedish Lit","261","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Readings in Danish Lit","271","001","","8","3.920","75.0","12.5",".",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"Scandinavian Life&Civiliztn","276","001","","24","3.841","70.8","12.5","8.3",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"Directed Study","299","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","373","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","373","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Scand Lit:Middle Ages-1900","","Course Total","","5","***","","","","","","","","","","","","","","","",""
"Languages of Northern Europe","404","001","","8","3.625","87.5",".",".",".",".","12.5",".",".",".",".",".",".",".",".",".","."
"Intro to Scand Linguistics","410","001","","9","3.188","22.2","55.6",".",".",".",".","11.1","11.1",".",".",".",".",".",".",".","."
"","411","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","411","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Areas in Scandinavian Lit","","Course Total","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"19th C Scand Fiction","424","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Contemporary Scand Lit","427","001","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mythology of Scandinavia","429","001","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"History of Scand to 1815","431","001","","26","3.944","61.5","7.7",".",".",".",".",".","30.8",".",".",".",".",".",".",".","."
"Scandinavian American Folklore","440","001","","7","3.900","57.1","14.3",".",".",".",".",".","14.3",".",".",".",".","14.3",".",".","."
"Writing-HC Andersen for Majors","475","001","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","","2","***","","","","","","","","","","","","","","","",""
"Independent Study","799","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","","Course Total","","5","***","","","","","","","","","","","","","","","",""
