"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","228
014","11","3.909","90.9",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","228
015","10","3.650","70.0","10.0",".","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"","053
228","9","3.778","77.8",".","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","228
054","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"WES Calculus Supplement","Course Total","44","3.852","86.4","2.3","6.8","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","234
001","276","3.190","31.9","20.3","22.1","14.9","8.0","1.1","1.8",".",".",".",".",".",".",".",".","."
"","234
002","212","2.866","24.1","10.8","25.0","9.4","24.1","5.7","0.9",".",".",".",".",".",".",".",".","."
"","003
234","249","2.998","28.9","12.0","25.3","11.6","15.3","5.2","1.2",".",".",".",".",".","0.4",".",".","."
"","234
004","233","2.886","25.8","6.4","28.8","6.9","28.8","2.1","1.3",".",".",".",".",".",".",".",".","."
"","005
234","240","2.743","11.7","4.6","37.9","22.5","19.2","2.1","1.7",".",".",".",".",".",".",".",".","0.4"
"Calc--Functns of Variables","Course Total","1210","2.947","24.7","11.2","27.7","13.2","18.5","3.1","1.4",".",".",".",".",".","0.1",".",".","0.1"
"","240
001","33","3.030","21.2","12.1","36.4","24.2","3.0",".","3.0",".",".",".",".",".",".",".",".","."
"","240
002","36","3.014","22.2","8.3","41.7","16.7","5.6","5.6",".",".",".",".",".",".",".",".",".","."
"Intro to Discrete Mathematics","Course Total","69","3.022","21.7","10.1","39.1","20.3","4.3","2.9","1.4",".",".",".",".",".",".",".",".","."
"","303
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","303
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Theory-Interst & Life Insur","Course Total","6","3.000","16.7","33.3",".","33.3","16.7",".",".",".",".",".",".",".",".",".",".","."
"Intro to Prob & Math Stat I","309
002","12","3.417","41.7","33.3","16.7",".",".","8.3",".",".",".",".",".",".",".",".",".","."
"Intro to Prob & Math Stat II","310
001","12","3.208","25.0","33.3","16.7","8.3","16.7",".",".",".",".",".",".",".",".",".",".","."
"","319
001","75","3.067","33.3","10.7","29.3","5.3","14.7","5.3","1.3",".",".",".",".",".",".",".",".","."
"","002
319","39","2.947","17.9","23.1","17.9","17.9","15.4","5.1",".",".",".",".",".",".","2.6",".",".","."
"Tech-Ordinary Diff Equation","Course Total","114","3.027","28.1","14.9","25.4","9.6","14.9","5.3","0.9",".",".",".",".",".","0.9",".",".","."
"","320
001","154","2.908","29.9","7.1","26.6","11.0","16.2","4.5","3.9",".",".",".",".",".","0.6",".",".","."
"","320
002","123","2.699","25.2","7.3","22.8","8.9","22.0","8.9","4.9",".",".",".",".",".",".",".",".","."
"","320
003","83","3.271","50.6","14.5","6.0","15.7","7.2","2.4","3.6",".",".",".",".",".",".",".",".","."
"","320
004","121","2.782","25.6","6.6","25.6","6.6","24.8","5.0","4.1",".",".",".",".",".","0.8","0.8",".","."
"Linear Alg & Diff Equations","Course Total","481","2.886","31.2","8.3","21.8","10.2","18.3","5.4","4.2",".",".",".",".",".","0.4","0.2",".","."
"Appl Mathematical Analysis","321
001","69","2.543","10.1","11.6","24.6","13.0","29.0","8.7","2.9",".",".",".",".",".",".",".",".","."
"Appl Mathematical Analysis","322
001","30","2.783","23.3","30.0","10.0",".","20.0","10.0","6.7",".",".",".",".",".",".",".",".","."
"","340
001","121","2.883","35.5","5.0","23.1","9.9","11.6","9.1","5.0",".",".",".",".",".","0.8",".",".","."
"","340
002","94","2.973","35.1","7.4","24.5","10.6","8.5","13.8",".",".",".",".",".",".",".",".",".","."
"","340
003","122","2.701","20.5","13.9","23.8","8.2","18.9","9.8","4.9",".",".",".",".",".",".",".",".","."
