"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"COMMUNICATION ARTS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","","",""
"Editing & Post-prod:Video&Film","Course Total","","27","3.463","7.4","77.8","14.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","467
001","","15","3.467","20.0","53.3","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","467
002","","15","3.667","53.3","33.3","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"Cinematography & Sound Rcrdng","Course Total","","30","3.567","36.7","43.3","16.7","3.3",".",".",".",".",".",".",".",".",".",".",".","."
"Media, Deliberatn & Public Iss","525
001","","25","3.521","52.0","20.0","8.0","8.0","8.0",".",".",".",".",".",".",".",".","4.0",".","."
"Television Genres","540
001","","25","3.580","40.0","36.0","24.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemporary Hollywood Cinema","552
001","","89","3.029","13.5","28.1","28.1","13.5","9.0","1.1","2.2","3.4",".",".",".",".",".","1.1",".","."
"Digital Studies Capstone","605
001","","29","",".",".",".",".",".",".",".",".",".","96.6","3.4",".",".",".",".","."
"Special Topics in Production","609
002","","9","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics in Film","613
001","","13","3.542","46.2","23.1","15.4",".","7.7",".",".",".",".",".",".",".",".","7.7",".","."
"Field Exper in Communicatn","614
028","","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Secnd Fld Exp-Communication","615
028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","616
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","002
616","","12","3.167","41.7","16.7","8.3","16.7","8.3","8.3",".",".",".",".",".",".",".",".",".","."
"Mass Media and Youth","Course Total","","13","3.231","46.2","15.4","7.7","15.4","7.7","7.7",".",".",".",".",".",".",".",".",".","."
"Hlth Communication-Info Age","617
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Classical Film Theory","664
001","","19","3.158","47.4","15.8","15.8","5.3","5.3",".","10.5",".",".",".",".",".",".",".",".","."
"Senior Honors Thesis","681
006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
028","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
033","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
040","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
042","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advances-Communicatn Theories","760
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","799
008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
029","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
042","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
058","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Film Colloquium","902
001","","20","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Media&Cultural Studies Colloq","903
001","","15","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Communicatn Science Colloq","904
001","","16","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Rhetoric Colloquium","905
001","","19","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","950
001","","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","950
002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr-Radio-Tv-Film","Course Total","","19","3.895","84.2","10.5","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar in Film History","958
001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Contemp Rhetorical Thry","969
001","","12","3.864","75.0","8.3","8.3",".",".",".",".",".",".",".",".",".","8.3",".",".","."
