"EDU","","","","","","","","","","","","","","","","","","","","",""
"THEATRE AND DRAMA","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"942
THEATRE","","","","","","","","","","","","","","","","","","","","",""
"THEATRE
942","Dept. Total","644","3.632","63.0","17.4","9.0","4.5","2.6","0.5","0.8","0.8","",".",".","",".","0.3","1.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"942
THEATRE","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","60","3.647","73.3","8.3","8.3","5.0",".",".","3.3",".","",".",".","",".",".","1.7",".",".","."
"Sophomore","","136","3.535","60.3","16.2","8.1","7.4","5.1","2.2",".",".","",".",".","",".",".","0.7",".",".","."
"Junior","","174","3.634","58.6","25.3","11.5","2.3","1.1",".","1.1",".","",".",".","",".",".",".",".",".","."
"Senior","","217","3.643","65.0","16.1","8.8","5.1","3.2",".","0.5",".","",".",".","",".",".","1.4",".",".","."
"Undergraduates","","587","3.616","62.9","18.1","9.4","4.8","2.7","0.5","0.9",".","",".",".","",".",".","0.9",".",".","."
"Special","","6","3.727","50.0",".","16.7",".",".",".",".","33.3","",".",".","",".",".",".",".",".","."
"Graduate","","51","3.832","66.7","11.8","3.9","2.0","2.0",".",".","5.9","",".",".","",".","3.9","3.9",".",".","."
"","Dept. Total","644","3.632","63.0","17.4","9.0","4.5","2.6","0.5","0.8","0.8","",".",".","",".","0.3","1.1",".",".","."
