"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","",""
"AMERICAN INDIAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"140
AMER IND","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro-Amer Indian Studies","100
001","147","3.777","78.2","12.2","2.0","3.4","1.4","2.0",".","",".",".","",".",".","",".","",".","",".","0.7","."
"Ojibwe Language III","401
001","4","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","450
013","6","3.800","66.7",".","16.7",".",".",".",".","","16.7",".","",".",".","",".","",".","",".",".","."
"","450
019","11","3.591","45.5","45.5",".",".","9.1",".",".","",".",".","",".",".","",".","",".","",".",".","."
"Issues in Amer Ind Studies","Course Total","17","3.656","52.9","29.4","5.9",".","5.9",".","",".","5.9","",".",".","",".","",".","",".",".",".","."
"Ethnobotany","474
001","6","3.750","83.3",".",".","16.7",".",".",".","",".",".","",".",".","",".","",".","",".",".","."
"Poverty and Place","578
001","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Study","699
014","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"AMER IND
140","Dept. Total","177","3.757","75.1","13.0","4.0","3.4","1.7","1.7","",".","0.6","",".",".","",".","",".","",".",".","0.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"140
AMER IND","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","80","3.763","76.3","13.8","1.3","6.3","1.3","1.3","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","63","3.770","79.4","11.1","4.8",".","1.6","3.2","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","16","3.688","68.8","12.5","12.5",".","6.3",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","13","3.731","69.2","15.4","7.7","7.7",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","172","3.756","76.2","12.8","4.1","3.5","1.7","1.7","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","2","***","","","","","","","","","","","",".","",".","",".","",".",".","50.0","."
"Graduate","","3","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","177","3.757","75.1","13.0","4.0","3.4","1.7","1.7","",".","0.6","",".",".","",".","",".","",".",".","0.6","."
