"","990
120","1","***","","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
202","2","***","","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
203","1","***","","","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","60","",".",".",".",".",".","",".","",".","90.0","",".",".","",".","1.7",".",".","8.3","."
"NTP
682","Dept. Total","245","3.594","35.5","6.5","6.5","2.9","0.4","",".","",".","39.2","",".","4.5","",".","1.6","0.4",".","2.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"682
NTP","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","***","","","","","","","","","","","","",".","",".",".",".",".",".","."
"Junior","","9","3.528","77.8","11.1",".",".","11.1","",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","73","3.645","65.8","9.6","13.7","4.1",".","",".","",".",".","",".",".","",".","4.1","1.4",".","1.4","."
"Undergraduates","","83","3.638","67.5","9.6","12.0","3.6","1.2","",".","",".",".","",".",".","",".","3.6","1.2",".","1.2","."
"Special","","4","***","","","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","147","3.524","19.0","4.8","4.1","2.0",".","",".","",".","60.5","",".","6.1","",".","0.7",".",".","2.7","."
"Prof Yr 3","","3","***","","","","","","","","","","","","","33.3","",".",".",".",".","33.3","."
"Prof Yr 4","","8","4.000","12.5",".",".",".",".","",".","",".","75.0","",".","12.5","",".",".",".",".",".","."
"Professionals","","11","4.000","9.1",".",".",".",".","",".","",".","63.6","",".","18.2","",".",".",".",".","9.1","."
"","Dept. Total","245","3.594","35.5","6.5","6.5","2.9","0.4","",".","",".","39.2","",".","4.5","",".","1.6","0.4",".","2.4","."
