"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"271
CNSR SCI","","","","","","","","","","","","","","","","","","","","","",""
"Research and Thesis","Course Total","2","***","","","","","","","","","","","","","","","","","","",""
"Independent Study","999
074","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"CNSR SCI
271","Dept. Total","1659","3.486","54.2","23.0","11.5","7.1","2.4","0.7","0.4","0.4","",".",".","",".","",".","0.2",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"271
CNSR SCI","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","84","3.670","77.4","7.1","9.5","3.6","1.2",".","1.2",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","280","3.566","66.4","17.9","6.1","5.7","3.6","0.4",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","531","3.502","54.6","22.8","11.5","7.5","1.3","1.3","0.4",".","",".",".","",".","",".","0.6",".",".","."
"Senior","","741","3.439","46.6","27.1","14.2","7.7","2.8","0.5","0.5","0.5","",".",".","",".","",".",".",".",".","."
"Undergraduates","","1636","3.484","54.2","23.1","11.7","7.1","2.4","0.7","0.4","0.2","",".",".","",".","",".","0.2",".",".","."
"Special","","8","3.167","50.0","12.5",".","25.0","12.5",".",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","15","3.871","60.0","20.0",".",".",".",".",".","13.3","",".",".","",".","",".",".",".","6.7","."
"","Dept. Total","1659","3.486","54.2","23.0","11.5","7.1","2.4","0.7","0.4","0.4","",".",".","",".","",".","0.2",".","0.1","."
