"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","101
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","101
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"General Chem I Laboratory","Course Total","2","***","","","","","","","","","","","","","","","",""
"","001
103","358","2.866","22.6","11.2","26.3","14.0","18.2","7.0","0.8",".",".",".",".",".",".",".",".","."
"","103
002","427","3.034","27.9","16.6","25.1","12.6","10.5","4.4","2.3",".",".",".",".",".","0.5",".",".","."
"","003
103","319","2.962","24.5","14.4","23.8","14.4","17.6","3.4","1.3","0.3",".",".",".",".","0.3",".",".","."
"","004
103","323","2.980","25.7","13.3","25.4","13.6","16.7","4.0","0.9",".",".",".",".",".","0.3",".",".","."
"","005
103","325","2.886","25.2","11.1","24.3","14.8","14.8","8.6","0.9",".",".",".",".",".","0.3",".",".","."
"","006
103","400","2.974","26.5","11.5","26.3","11.8","18.5","4.5","0.5",".",".",".",".",".","0.5",".",".","."
"General Chemistry I","Course Total","2152","2.954","25.5","13.1","25.2","13.4","15.9","5.3","1.2","0.0",".",".",".",".","0.3",".",".","."
"","104
001","249","2.901","20.9","7.6","32.9","12.0","23.3","2.0","0.4",".",".",".",".",".","0.8",".",".","."
"","104
002","234","2.964","22.6","11.5","31.6","12.8","18.8","0.9","1.7",".",".",".",".",".",".",".",".","."
"General Chemistry II","Course Total","483","2.931","21.7","9.5","32.3","12.4","21.1","1.4","1.0",".",".",".",".",".","0.4",".",".","."
"","105
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","105
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","105
005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"General Chemistry I","Course Total","3","***","","","","","","","","","","","","","","","",""
"","001
109","317","3.147","27.8","21.5","24.3","14.2","7.9","3.5","0.6",".",".",".",".",".",".",".","0.3","."
"","002
109","370","3.232","31.1","23.0","23.8","13.0","5.4","3.0","0.5",".",".",".",".",".","0.3",".",".","."
"","109
003","71","3.317","38.0","14.1","31.0","9.9","5.6","1.4",".",".",".",".",".",".",".",".",".","."
"Advanced General Chemistry","Course Total","758","3.204","30.3","21.5","24.7","13.2","6.5","3.0","0.5",".",".",".",".",".","0.1",".","0.1","."
"Chemical Principles I","115
001","28","3.696","53.6","32.1","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Entering Research I","260
001","12","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","299
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
033","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
039","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
059","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
090","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Chem Across the Periodic Table","311
001","28","2.907","21.4","14.3","21.4","10.7","25.0","3.6",".","3.6",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","327
001","65","3.362","41.5","16.9","18.5","18.5","4.6",".",".",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","329
001","94","3.117","20.2","27.7","26.6","12.8","10.6","1.1","1.1",".",".",".",".",".",".",".",".","."
"Elementary Organic Chemistry","341
001","175","2.766","17.1","16.0","22.9","7.4","27.4","6.9","1.1","0.6",".",".",".",".",".","0.6",".","."
"","342
001","17","3.438","29.4","41.2","5.9","17.6",".",".",".","5.9",".",".",".",".",".",".",".","."
"","342
002","13","3.423","30.8","46.2","7.7","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"","003
342","15","3.467","33.3","40.0","13.3","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"Elementary Organic Chem Lab","Course Total","45","3.443","31.1","42.2","8.9","13.3","2.2",".",".","2.2",".",".",".",".",".",".",".","."
"","001
343","323","2.716","19.8","7.7","25.7","11.8","26.9","4.0","3.7",".",".",".",".",".","0.3",".",".","."
"","343
002","224","2.812","22.8","12.1","26.8","6.7","21.9","5.8","3.6",".",".",".",".",".","0.4",".",".","."
"","343
003","212","2.979","27.4","14.2","28.8","9.0","11.8","6.6","2.4",".",".",".",".",".",".",".",".","."
"","004
343","32","3.688","59.4","18.8","21.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","343
005","279","2.710","20.1","12.5","21.1","8.6","26.2","4.7","5.0",".",".",".",".",".","1.1",".","0.4","0.4"
"Intro Organic Chemistry","Course Total","1070","2.816","23.2","11.5","25.2","9.0","21.9","5.0","3.6",".",".",".",".",".","0.5",".","0.1","0.1"
