"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMN","College Total","374","3.943","90.6","7.5","1.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","0.5","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"AMN","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","94","3.936","85.1","11.7","2.1",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","1.1","."
"Sophomore","","88","3.954","93.2","5.7","1.1",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","81","3.984","96.3","2.5",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","1.2","."
"Senior","","103","3.911","89.3","8.7","1.9",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","366","3.943","90.7","7.4","1.4",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","0.5","."
"Special","","4","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","4","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","College Total","374","3.943","90.6","7.5","1.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","0.5","."
