"GENETICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","",""
"990","131","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","136","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","137","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","138","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","139","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","","72","",".",".",".",".",".",".",".","84.7","1.4",".",".","13.9",".",".",".","."
"993
Seminar in Genetics","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"GENETICS
412","Dept. Total","","916","3.326","45.1","11.7","17.8","8.0","6.6","1.7","0.2","7.0","0.1",".",".","1.5","0.2",".","0.1","."
