"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","","","","","","","",""
"NUR","College Total","1907","3.743","50.9","27.2","7.6","1.3","0.2","",".","0.1","2.2","",".","8.6","",".","1.4","0.5",".","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"NUR","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"Freshmen","","85","3.737","61.2","32.9","3.5","1.2",".","",".","1.2",".","",".",".","",".",".",".",".",".","."
"Sophomore","","51","3.859","72.5","23.5","2.0",".",".","",".",".",".","",".","2.0","",".",".",".",".",".","."
"Junior","","391","3.558","24.8","37.9","12.0","2.8",".","",".","0.3",".","",".","22.3","",".",".",".",".",".","."
"Senior","","1037","3.745","52.6","28.5","8.6","1.1","0.2","",".",".",".","",".","7.3","",".","1.6",".",".",".","."
"Undergraduates","","1564","3.710","46.7","30.9","9.0","1.5","0.1","",".","0.1",".","",".","10.5","",".","1.1",".",".",".","."
"Special","","22","3.574","36.4","50.0","4.5",".","4.5","",".",".","4.5","",".",".","",".",".",".",".",".","."
"Graduate","","313","3.926","71.6","7.3","1.0","0.3","0.3","",".",".","13.1","",".",".","",".","3.2","2.9",".","0.3","."
"Prof Yr 4","","8","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","8","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"","College Total","1907","3.743","50.9","27.2","7.6","1.3","0.2","",".","0.1","2.2","",".","8.6","",".","1.4","0.5",".","0.1","."
