"ENGR PROFESSIONAL DEVELO Section","#","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"348
E P D","","","","","","","","","","","","","","","","","","","","","","",""
"690
013","5","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Course Total
Special Topics in E P D","35","3.984","97.1","2.9",".",".",".",".","",".","",".","",".",".","",".","",".",".",".",".","."
"700
001","9","4.000","100.0",".",".",".",".",".",".","",".","",".","",".",".","",".","",".",".",".","."
"700
002","7","4.000","100.0",".",".",".",".",".",".","",".","",".","",".",".","",".","",".",".",".","."
"700
003","5","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"700
004","20","3.900","95.0",".",".",".","5.0",".",".","",".","",".","",".",".","",".","",".",".",".","."
"Course Total
Connected Learning","41","3.951","97.6",".",".",".","2.4",".","",".","",".","",".",".","",".","",".",".",".",".","."
"702
001","9","3.778","66.7","22.2","11.1",".",".",".",".","",".","",".","",".",".","",".","",".",".",".","."
"702
002","18","3.917","83.3","16.7",".",".",".",".",".","",".","",".","",".",".","",".","",".",".",".","."
"Course Total
Professional Presentations","27","3.870","77.8","18.5","3.7",".",".",".","",".","",".","",".",".","",".","",".",".",".",".","."
"783
001
Leading Teams","18","4.000","100.0",".",".",".",".",".",".","",".","",".","",".",".","",".","",".",".",".","."
"E P D
Dept. Total
348","721","3.552","48.5","30.2","14.3","3.6","1.5","0.3","",".","",".","",".","0.7","",".","",".","0.8",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"348
E P D","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","32","3.182","9.4","34.4","37.5","9.4","3.1",".","",".","",".","",".","6.3","",".","",".",".",".",".","."
"Senior","356","3.388","24.2","43.5","22.2","5.6","2.5","0.6","",".","",".","",".","0.8","",".","",".","0.6",".",".","."
"Undergraduates","388","3.371","22.9","42.8","23.5","5.9","2.6","0.5","",".","",".","",".","1.3","",".","",".","0.5",".",".","."
"Special","12","3.675","75.0","8.3","8.3",".","8.3",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Graduate","320","3.829","78.4","15.9","3.4","0.9",".",".","",".","",".","",".",".","",".","",".","1.3",".",".","."
"Prof Yr 2","1","***","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","1","***","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Dept. Total","721","3.552","48.5","30.2","14.3","3.6","1.5","0.3","",".","",".","",".","0.7","",".","",".","0.8",".",".","."
