"BIOCHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","","",""
"299","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","039","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","041","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","046","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","053","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","054","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","058","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","074","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"299","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","079","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","083","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","38","4.000","97.4",".",".",".",".",".",".",".",".",".",".",".",".",".","2.6","."
"501","001","","562","3.123","31.9","17.4","21.9","8.9","16.0","3.9",".",".",".",".",".",".",".",".",".","."
"501","002","","208","2.949","27.9","10.1","23.1","12.5","19.2","6.3",".","1.0",".",".",".",".",".",".",".","."
"Introduction-Biochemistry","Course Total","","770","3.076","30.8","15.5","22.2","9.9","16.9","4.5",".","0.3",".",".",".",".",".",".",".","."
"507
General Biochemistry I","001","","173","2.994","23.1","15.6","26.6","6.4","23.7","2.3",".","0.6",".",".",".",".","1.2",".","0.6","."
"510
Biochm Prin-Human&Anml Nutr","001","","56","3.282","44.6","5.4","19.6","17.9","10.7",".",".","1.8",".",".",".",".",".",".",".","."
"551
Biochemical Methods","001","","83","3.295","27.7","27.7","28.9","12.0","1.2","2.4",".",".",".",".",".",".",".",".",".","."
"601
Protein&Enzyme Struct&Funct","001","","42","3.357","19.0","42.9","28.6","9.5",".",".",".",".",".",".",".",".",".",".",".","."
"612
Prokaryotic Molecular Biol","001","","12","3.333","33.3","16.7","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"630
Cellulr Signal Transductn Mech","001","","33","3.387","21.2","30.3","42.4",".",".",".",".",".",".",".",".",".","3.0","3.0",".","."
"645
Mol Ctrl of Mtblsm & Mtblc Dis","001","","18","3.765","66.7","16.7","5.6","5.6",".",".",".",".",".",".",".",".","5.6",".",".","."
"660
Methods in Biochemistry","001","","24","3.636","37.5","45.8","4.2","4.2",".",".",".",".",".",".",".",".",".",".","8.3","."
"665
Biophysical Chemistry","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"681","039","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","043","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","5","***","","","","","","","","","","","","","","","",""
"682
Senior Honors Thesis","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691
Senior Thesis","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","039","","7","4.000","85.7",".",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"699","040","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","043","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","049","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","054","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"January 29, 2018","","","","","","","","","","","","","","","","","","","","Page 13 of 420"
