"","999
063","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
066","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
099","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","8","4.000","37.5",".",".",".",".",".",".","50.0",".",".","",".",".","12.5",".",".","."
"E C E
320","Dept. Total","3181","3.437","46.1","19.0","15.9","5.0","4.2","0.8","0.6","4.9","0.0","0.2","",".","2.9","0.2",".","0.1","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","42","3.643","61.9","11.9","21.4","2.4","2.4",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","244","3.585","59.8","21.7","9.0","4.9","4.1","0.4",".",".",".",".","",".",".",".",".",".","."
"Junior","","804","3.277","45.6","19.8","19.0","6.7","5.2","1.9","1.6",".",".",".","",".",".",".",".",".","0.1"
"Senior","","1295","3.425","47.2","20.6","19.2","6.0","5.7","0.6","0.4",".",".",".","",".",".","0.2",".",".","."
"Undergraduates","","2385","3.392","48.2","20.3","18.2","6.1","5.3","1.0","0.8",".",".",".","",".",".","0.1",".",".","0.0"
"Special","","74","3.476","43.2","25.7","20.3","5.4","2.7","1.4",".",".",".",".","",".",".",".",".","1.4","."
"Graduate","","722","3.655","39.2","14.0","8.2","1.4","0.7",".","0.3","21.7","0.1","0.8","",".","12.7","0.6",".","0.3","."
"","Dept. Total","3181","3.437","46.1","19.0","15.9","5.0","4.2","0.8","0.6","4.9","0.0","0.2","",".","2.9","0.2",".","0.1","0.0"
