"INTERNATIONAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"235
INTL BUS","","","","","","","","","","","","","","","","","","","","","","",""
"","200
001","113","3.416","36.3","31.9","19.5","8.8","0.9","2.7",".",".","",".","",".",".","",".","",".",".",".","."
"","002
200","98","3.163","25.5","34.7","17.3","12.2","4.1","2.0","4.1",".","",".","",".",".","",".","",".",".",".","."
"International Business","Course Total","211","3.299","31.3","33.2","18.5","10.4","2.4","2.4","1.9","",".","",".",".","",".","",".",".",".",".","."
"Prof Comm&Cultr in Franc World","313
002","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Intercultural Communctn in Bus","320
001","22","3.705","45.5","50.0","4.5",".",".",".",".",".","",".","",".",".","",".","",".",".",".","."
"Spanish for Business","329
001","2","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Contemporary Topics","365
001","227","3.966","93.8","2.6","1.3","0.4",".",".",".",".","",".","",".",".","",".","","1.8",".",".","."
"","403
001","13","3.333","23.1","23.1","38.5","7.7",".",".",".",".","",".","",".",".","",".","","7.7",".",".","."
"","002
403","6","3.167","16.7",".","83.3",".",".",".",".",".","",".","",".",".","",".","",".",".",".","."
"Global Issues in Management","Course Total","19","3.278","21.1","15.8","52.6","5.3",".",".",".","",".","",".",".","",".","",".","5.3",".",".","."
"Global Marketing Strategy","420
001","10","3.650","40.0","50.0","10.0",".",".",".",".",".","",".","",".",".","",".","",".",".",".","."
"Multinational Bus Finance","445
001","4","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"INTL BUS
235","Dept. Total","496","3.484","60.3","20.0","11.1","4.8","1.0","1.0","0.8","",".","",".",".","",".","",".","1.0",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"235
INTL BUS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","11","3.682","54.5","27.3","18.2",".",".",".",".","",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","37","3.235","37.8","21.6","21.6","10.8",".",".","5.4","",".","",".",".","",".","",".","2.7",".",".","."
"Junior","","227","3.487","71.8","12.3","7.0","3.1","1.3","1.8","0.9","",".","",".",".","",".","",".","1.8",".",".","."
"Senior","","194","3.574","57.2","26.3","11.9","3.1","1.0","0.5",".","",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","469","3.507","62.7","19.2","10.4","3.6","1.1","1.1","0.9","",".","",".",".","",".","",".","1.1",".",".","."
"Special","","27","3.222","18.5","33.3","22.2","25.9",".",".",".","",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","496","3.484","60.3","20.0","11.1","4.8","1.0","1.0","0.8","",".","",".",".","",".","",".","1.0",".",".","."
