"","999
025","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
041","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
045","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","8","4.000","87.5",".",".",".",".",".",".","12.5","",".",".","",".",".",".",".",".","."
"ED PSYCH
315","Dept. Total","1578","3.806","74.1","13.4","4.2","1.3","1.5","0.4","0.3","3.3","",".",".","",".","0.3","0.8","0.1","0.4","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"315
ED PSYCH","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","55","3.552","49.1","25.5","9.1","3.6","7.3",".",".",".","",".",".","",".",".","1.8",".","3.6","."
"Sophomore","","303","3.727","69.0","16.8","6.9","2.3","2.3","0.7","0.3",".","",".",".","",".",".","1.7",".",".","."
"Junior","","332","3.775","73.2","15.7","5.7","2.1","1.5","0.3","0.3",".","",".",".","",".",".","0.6","0.3",".","0.3"
"Senior","","355","3.784","74.9","16.1","4.5","1.4","1.7","0.6","0.3","0.3","",".",".","",".",".","0.3",".",".","."
"Undergraduates","","1045","3.753","71.3","16.7","5.8","2.0","2.1","0.5","0.3","0.1","",".",".","",".",".","0.9","0.1","0.2","0.1"
"Special","","17","3.444","76.5",".","5.9",".","5.9","5.9","5.9",".","",".",".","",".",".",".",".",".","."
"Graduate","","515","3.947","80.0","7.0","0.8",".","0.2",".",".","9.9","",".",".","",".","0.8","0.6",".","0.8","."
"Prof Yr 3","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","1578","3.806","74.1","13.4","4.2","1.3","1.5","0.4","0.3","3.3","",".",".","",".","0.3","0.8","0.1","0.4","0.1"
