"","990
041","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
042","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
043","3","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","37","",".",".",".",".",".",".",".","100.0","",".",".",".",".",".",".",".","."
"COM ARTS
250","Dept. Total","3609","3.346","26.8","34.5","20.8","7.5","4.0","0.6","0.9","3.3","",".","1.1","0.0","0.0","0.4","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","865","3.406","26.1","44.2","20.6","5.4","2.3","0.5","0.8",".","",".",".",".",".","0.1",".",".","."
"Sophomore","","735","3.353","29.0","36.2","21.5","8.0","3.0","0.7","1.4",".","",".",".",".",".","0.1","0.1",".","."
"Junior","","820","3.247","21.8","34.0","24.4","11.1","6.1","0.7","0.7",".","",".","0.5",".",".","0.5","0.1",".","."
"Senior","","922","3.304","25.4","33.2","21.7","7.4","5.3","0.8","1.1","0.1","",".","3.8","0.1","0.1","0.8","0.3",".","."
"Undergraduates","","3342","3.327","25.5","36.9","22.0","7.9","4.2","0.7","1.0","0.0","",".","1.2","0.0","0.0","0.4","0.1",".","."
"Special","","53","3.343","34.0","11.3","17.0","9.4","3.8",".","1.9","22.6","",".",".",".",".",".",".",".","."
"Graduate","","214","3.938","44.9","2.3","1.9",".",".",".",".","50.0","",".",".",".",".","0.9",".",".","."
"","Dept. Total","3609","3.346","26.8","34.5","20.8","7.5","4.0","0.6","0.9","3.3","",".","1.1","0.0","0.0","0.4","0.1",".","."
