"TERM : 1182","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2017-2018","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"PHILOSOPHY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"736
PHILOS","","","","","","","","","","","","","","","","","","","",""
"PHILOS
736","Dept. Total","1590","3.431","39.3","26.9","17.9","6.8","3.1","1.0","0.9","1.8","0.1",".","",".","0.4","1.3","0.2","0.3","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"736
PHILOS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","240","3.275","33.3","23.3","26.7","8.3","5.0","2.1","1.3",".",".",".","",".",".",".",".",".","."
"Sophomore","","388","3.419","40.5","30.4","14.9","8.8","3.4","0.8","1.3",".",".",".","",".",".",".",".",".","."
"Junior","","397","3.452","43.3","26.7","17.4","6.8","3.3","1.3","1.0",".",".",".","",".",".","0.3",".",".","."
"Senior","","458","3.478","39.5","29.9","19.4","5.9","2.2","0.7","0.7","0.2",".",".","",".","0.4","0.7","0.2",".","0.2"
"Undergraduates","","1483","3.422","39.8","28.1","18.9","7.3","3.2","1.1","1.0","0.1",".",".","",".","0.1","0.3","0.1",".","0.1"
"Special","","31","3.551","25.8","12.9","9.7",".","3.2",".",".","29.0",".",".","",".",".",".","6.5","12.9","."
"Graduate","","76","3.858","35.5","7.9","2.6",".",".",".",".","23.7","1.3",".","",".","6.6","22.4",".",".","."
"","Dept. Total","1590","3.431","39.3","26.9","17.9","6.8","3.1","1.0","0.9","1.8","0.1",".","",".","0.4","1.3","0.2","0.3","0.1"
