"L&S","","","","","","","","","","","","","","","","","","","","","",""
"ASTRONOMY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","","","",""
"ASTRON
188","Dept. Total","781","3.145","31.9","11.5","29.3","7.8","9.2","1.9","0.9","2.6","",".",".","",".","1.2","",".","0.1","3.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","236","3.107","26.7","14.0","37.7","11.0","8.1","1.7","0.8",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","243","3.126","35.4","9.1","33.3","7.8","9.5","3.3","1.2","0.4","",".",".","",".",".","",".",".",".","."
"Junior","","103","3.080","34.0","8.7","30.1","7.8","17.5","1.0","1.0",".","",".",".","",".",".","",".",".",".","."
"Senior","","109","3.229","41.3","11.9","22.9","7.3","11.0","1.8","0.9",".","",".",".","",".","2.8","",".",".",".","."
"Undergraduates","","691","3.128","33.1","11.1","32.7","8.8","10.4","2.2","1.0","0.1","",".",".","",".","0.4","",".",".",".","."
"Special","","35","3.611","8.6","8.6","2.9",".",".",".",".",".","",".",".","",".",".","",".","2.9","77.1","."
"Graduate","","57","3.689","33.3","17.5","3.5",".",".",".",".","33.3","",".",".","",".","10.5","",".",".","1.8","."
"","Dept. Total","783","3.145","32.1","11.5","29.2","7.8","9.2","1.9","0.9","2.6","",".",".","",".","1.1","",".","0.1","3.6","."
