"ZOOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","","",""
"315
Limnology-Aquatic Resources","001","","93","2.720","19.4","18.3","22.6","6.5","17.2","6.5","7.5",".","1.1",".",".",".","1.1",".",".","."
"316","001","","22","3.795","68.2","22.7","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"316","002","","22","3.886","77.3","22.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"316","003","","19","3.658","78.9","5.3","10.5",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"Lab:Conservatn-Aquatic Rsrc","Course Total","","63","3.786","74.6","17.5","6.3",".",".",".","1.6",".",".",".",".",".",".",".",".","."
"360
Extinction of Species","001","","129","3.310","34.1","29.5","19.4","6.2","7.0","3.9",".",".",".",".",".",".",".",".",".","."
"400","001","","22","4.000","95.5",".",".",".",".",".",".",".",".",".",".",".","4.5",".",".","."
"400","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Biology","Course Total","","24","4.000","95.8",".",".",".",".",".",".",".",".",".",".",".","4.2",".",".","."
"405
Intro to Museum Studies","001","","15","3.667","60.0","20.0","13.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"410
Evolutionary Biology","001","","31","3.048","29.0","12.9","35.5","9.7","3.2","6.5","3.2",".",".",".",".",".",".",".",".","."
"430
Compar Anatomy-Vertebrates","001","","44","2.852","20.5","9.1","36.4","11.4","13.6","6.8","2.3",".",".",".",".",".",".",".",".","."
"460
General Ecology","001","","25","3.080","4.0","48.0","28.0","8.0","8.0","4.0",".",".",".",".",".",".",".",".",".","."
"500
Undergrad Neurobiology Seminar","001","","115","3.930","88.7","8.7","2.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"523
Neurobiology","001","","226","3.451","41.6","26.5","20.4","4.0","6.2","0.9",".",".",".",".",".",".",".",".","0.4","."
"555
Lab-Developmental Biology","001","","16","3.781","68.8","18.8","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"570
Cell Biology","001","","131","3.183","36.6","10.7","31.3","3.1","16.0","0.8","1.5",".",".",".",".",".",".",".",".","."
"630
Cellulr Signal Transductn Mech","001","","7","3.071",".","14.3","85.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"651
Conservation Biology","001","","16","3.000","25.0",".","37.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".","."
"660
Climate Change Ecology","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"674
Behav Neuroendo Seminar","001","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"681","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","064","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","101","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","102","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","103","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","104","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","7","",".",".",".",".",".",".",".",".",".",".",".","85.7",".",".","14.3","."
"682
Senior Honors Thesis","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","101","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","3","***","","","","","","","","","","","","","","","",""
"698","059","","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"698","062","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Directed Study","Course Total","","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"699","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"January 29, 2018","","","","","","","","","","","","","","","","","","","Page 334 of 420",""
