"MEDICAL PHYSICS","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"621
MED PHYS","","","","","","","","","","","","","","","","","","","","","","","",""
"Research","Course Total","56","",".",".",".",".",".","",".","",".","46.4","",".",".","",".","37.5","",".",".","16.1","."
"MED PHYS
621","Dept. Total","199","3.770","49.2","19.1","2.5","0.5","0.5","",".","",".","13.1","",".",".","",".","10.6","",".",".","4.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"621
MED PHYS","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","5","***","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Senior","","16","3.772","62.5","31.3","6.3",".",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","21","3.819","71.4","23.8","4.8",".",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","177","3.759","46.3","18.6","2.3","0.6","0.6","",".","",".","14.7","",".",".","",".","11.9","",".",".","5.1","."
"Prof Yr 4","","1","***","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Professionals","","1","***","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"","Dept. Total","199","3.770","49.2","19.1","2.5","0.5","0.5","",".","",".","13.1","",".",".","",".","10.6","",".",".","4.5","."
